"T.Max","T.Min","Rain","Date","Date2","lat","long","week","year","groups","cumulative_rain","season"
23,14.5,0.2,2023-06-11,"11/06/2023",-18,145.45,24,2023,4,2.8,"early_dry"
24.4,15.1,1.5,2023-06-12,"12/06/2023",-18,145.45,24,2023,4,2.8,"early_dry"
24.3,15.7,0.4,2023-06-13,"13/06/2023",-18,145.45,24,2023,4,2.8,"early_dry"
24,14.7,0.4,2023-06-14,"14/06/2023",-18,145.45,24,2023,4,2.8,"early_dry"
25.2,13.6,0.2,2023-06-15,"15/06/2023",-18,145.45,24,2023,4,2.8,"early_dry"
25.1,13.8,0.1,2023-06-16,"16/06/2023",-18,145.45,24,2023,4,2.8,"early_dry"
22.6,15.9,0,2023-06-17,"17/06/2023",-18,145.45,24,2023,4,2.8,"early_dry"
23.3,14.9,0.6,2023-06-18,"18/06/2023",-18,145.45,25,2023,4,0.9,"early_dry"
24.7,12.3,0,2023-06-19,"19/06/2023",-18,145.45,25,2023,4,0.9,"early_dry"
25.1,12.8,0,2023-06-20,"20/06/2023",-18,145.45,25,2023,4,0.9,"early_dry"
25.5,13.9,0,2023-06-21,"21/06/2023",-18,145.45,25,2023,4,0.9,"early_dry"
24.2,15.7,0,2023-06-22,"22/06/2023",-18,145.45,25,2023,4,0.9,"early_dry"
25.2,14.5,0.3,2023-06-23,"23/06/2023",-18,145.45,25,2023,4,0.9,"early_dry"
25.5,12.3,0,2023-06-24,"24/06/2023",-18,145.45,25,2023,4,0.9,"early_dry"
25.4,13.8,0,2023-06-25,"25/06/2023",-18,145.45,26,2023,4,2.6,"dry"
25.3,13.8,0.1,2023-06-26,"26/06/2023",-18,145.45,26,2023,4,2.6,"dry"
25.3,13.7,0,2023-06-27,"27/06/2023",-18,145.45,26,2023,4,2.6,"dry"
25.7,13.4,0,2023-06-28,"28/06/2023",-18,145.45,26,2023,4,2.6,"dry"
26.5,11.2,0,2023-06-29,"29/06/2023",-18,145.45,26,2023,4,2.6,"dry"
24,12.4,0,2023-06-30,"30/06/2023",-18,145.45,26,2023,4,2.6,"dry"
21,15,2.5,2023-07-01,"1/07/2023",-18,145.45,26,2023,4,2.6,"dry"
22.9,15.7,3.5,2023-07-02,"2/07/2023",-18,145.45,27,2023,4,18.6,"dry"
22.7,16.3,2.7,2023-07-03,"3/07/2023",-18,145.45,27,2023,4,18.6,"dry"
22.2,17.7,0.8,2023-07-04,"4/07/2023",-18,145.45,27,2023,4,18.6,"dry"
26,17.8,11,2023-07-05,"5/07/2023",-18,145.45,27,2023,4,18.6,"dry"
27.3,15.9,0.2,2023-07-06,"6/07/2023",-18,145.45,27,2023,4,18.6,"dry"
22.7,16.4,0.3,2023-07-07,"7/07/2023",-18,145.45,27,2023,4,18.6,"dry"
22.4,13.7,0.1,2023-07-08,"8/07/2023",-18,145.45,27,2023,4,18.6,"dry"
22.4,12.7,0,2023-07-09,"9/07/2023",-18,145.45,28,2023,4,9.1,"dry"
22.2,10.7,0.1,2023-07-10,"10/07/2023",-18,145.45,28,2023,4,9.1,"dry"
22.1,14.5,0.1,2023-07-11,"11/07/2023",-18,145.45,28,2023,4,9.1,"dry"
22.9,14.3,0,2023-07-12,"12/07/2023",-18,145.45,28,2023,4,9.1,"dry"
22,15.6,2.5,2023-07-13,"13/07/2023",-18,145.45,28,2023,4,9.1,"dry"
22.5,15.5,4.8,2023-07-14,"14/07/2023",-18,145.45,28,2023,4,9.1,"dry"
21.9,14.7,1.6,2023-07-15,"15/07/2023",-18,145.45,28,2023,4,9.1,"dry"
22.5,14.2,4.7,2023-07-16,"16/07/2023",-18,145.45,29,2023,4,9.1,"dry"
23.1,15.7,4.4,2023-07-17,"17/07/2023",-18,145.45,29,2023,4,9.1,"dry"
22.4,16.2,0,2023-07-18,"18/07/2023",-18,145.45,29,2023,4,9.1,"dry"
23.5,14.1,0,2023-07-19,"19/07/2023",-18,145.45,29,2023,4,9.1,"dry"
23.4,15.1,0,2023-07-20,"20/07/2023",-18,145.45,29,2023,4,9.1,"dry"
23.8,14,0,2023-07-21,"21/07/2023",-18,145.45,29,2023,4,9.1,"dry"
24.6,11.3,0,2023-07-22,"22/07/2023",-18,145.45,29,2023,4,9.1,"dry"
23.4,12.3,0,2023-07-23,"23/07/2023",-18,145.45,30,2023,4,48,"dry"
20.9,9.6,0.4,2023-07-24,"24/07/2023",-18,145.45,30,2023,4,48,"dry"
19.7,6.5,0,2023-07-25,"25/07/2023",-18,145.45,30,2023,4,48,"dry"
20.4,12.6,9,2023-07-26,"26/07/2023",-18,145.45,30,2023,4,48,"dry"
21.5,15.6,15.6,2023-07-27,"27/07/2023",-18,145.45,30,2023,4,48,"dry"
22.6,14.4,22.5,2023-07-28,"28/07/2023",-18,145.45,30,2023,4,48,"dry"
22.6,13.4,0.5,2023-07-29,"29/07/2023",-18,145.45,30,2023,4,48,"dry"
22.3,12.8,0.2,2023-07-30,"30/07/2023",-18,145.45,31,2023,4,20,"dry"
22,13.2,0.2,2023-07-31,"31/07/2023",-18,145.45,31,2023,4,20,"dry"
22.7,13.4,0.8,2023-08-01,"1/08/2023",-18,145.45,31,2023,4,20,"dry"
21.3,15.4,4.8,2023-08-02,"2/08/2023",-18,145.45,31,2023,4,20,"dry"
21.4,15.3,7.5,2023-08-03,"3/08/2023",-18,145.45,31,2023,4,20,"dry"
21,14.2,0.6,2023-08-04,"4/08/2023",-18,145.45,31,2023,4,20,"dry"
21.8,11.8,5.9,2023-08-05,"5/08/2023",-18,145.45,31,2023,4,20,"dry"
21.8,12.6,0,2023-08-06,"6/08/2023",-18,145.45,32,2023,4,5.7,"dry"
22.3,12.4,0.1,2023-08-07,"7/08/2023",-18,145.45,32,2023,4,5.7,"dry"
22.1,12.5,0,2023-08-08,"8/08/2023",-18,145.45,32,2023,4,5.7,"dry"
21.1,12.3,0,2023-08-09,"9/08/2023",-18,145.45,32,2023,4,5.7,"dry"
22.1,14.7,0.1,2023-08-10,"10/08/2023",-18,145.45,32,2023,4,5.7,"dry"
22.2,13.6,3.7,2023-08-11,"11/08/2023",-18,145.45,32,2023,4,5.7,"dry"
22.5,13.2,1.8,2023-08-12,"12/08/2023",-18,145.45,32,2023,4,5.7,"dry"
23.9,11.3,0,2023-08-13,"13/08/2023",-18,145.45,33,2023,4,0,"dry"
25,9.1,0,2023-08-14,"14/08/2023",-18,145.45,33,2023,4,0,"dry"
25.3,9.8,0,2023-08-15,"15/08/2023",-18,145.45,33,2023,4,0,"dry"
25.4,8.8,0,2023-08-16,"16/08/2023",-18,145.45,33,2023,4,0,"dry"
25.8,8.7,0,2023-08-17,"17/08/2023",-18,145.45,33,2023,4,0,"dry"
25.9,9.2,0,2023-08-18,"18/08/2023",-18,145.45,33,2023,4,0,"dry"
24.7,10.8,0,2023-08-19,"19/08/2023",-18,145.45,33,2023,4,0,"dry"
23.1,8.1,0,2023-08-20,"20/08/2023",-18,145.45,34,2023,4,1.5,"dry"
22.6,10.1,0,2023-08-21,"21/08/2023",-18,145.45,34,2023,4,1.5,"dry"
24.4,12.2,0,2023-08-22,"22/08/2023",-18,145.45,34,2023,4,1.5,"dry"
24.2,13.1,0.2,2023-08-23,"23/08/2023",-18,145.45,34,2023,4,1.5,"dry"
24.7,12.7,0,2023-08-24,"24/08/2023",-18,145.45,34,2023,4,1.5,"dry"
23.7,15.2,0.1,2023-08-25,"25/08/2023",-18,145.45,34,2023,4,1.5,"dry"
23.1,14.2,1.2,2023-08-26,"26/08/2023",-18,145.45,34,2023,4,1.5,"dry"
23.9,13.9,0.2,2023-08-27,"27/08/2023",-18,145.45,35,2023,4,0.2,"dry"
23.4,13.9,0,2023-08-28,"28/08/2023",-18,145.45,35,2023,4,0.2,"dry"
24.7,12.9,0,2023-08-29,"29/08/2023",-18,145.45,35,2023,4,0.2,"dry"
25.2,9.2,0,2023-08-30,"30/08/2023",-18,145.45,35,2023,4,0.2,"dry"
26.5,8.8,0,2023-08-31,"31/08/2023",-18,145.45,35,2023,4,0.2,"dry"
27.3,8.7,0,2023-09-01,"1/09/2023",-18,145.45,35,2023,4,0.2,"dry"
26.5,10.4,0,2023-09-02,"2/09/2023",-18,145.45,35,2023,4,0.2,"dry"
25.6,12.5,0,2023-09-03,"3/09/2023",-18,145.45,36,2023,4,1.8,"late_dry"
26.3,12,0,2023-09-04,"4/09/2023",-18,145.45,36,2023,4,1.8,"late_dry"
26.5,13.5,0,2023-09-05,"5/09/2023",-18,145.45,36,2023,4,1.8,"late_dry"
26.6,12.7,0,2023-09-06,"6/09/2023",-18,145.45,36,2023,4,1.8,"late_dry"
25.4,15.4,0,2023-09-07,"7/09/2023",-18,145.45,36,2023,4,1.8,"late_dry"
26.8,18.4,0.4,2023-09-08,"8/09/2023",-18,145.45,36,2023,4,1.8,"late_dry"
27,17.8,1.4,2023-09-09,"9/09/2023",-18,145.45,36,2023,4,1.8,"late_dry"
26.6,17.6,0,2023-09-10,"10/09/2023",-18,145.45,37,2023,4,0.5,"late_dry"
25.2,16.4,0.2,2023-09-11,"11/09/2023",-18,145.45,37,2023,4,0.5,"late_dry"
24.5,15,0,2023-09-12,"12/09/2023",-18,145.45,37,2023,4,0.5,"late_dry"
23.7,16.2,0.3,2023-09-13,"13/09/2023",-18,145.45,37,2023,4,0.5,"late_dry"
24.5,13.8,0,2023-09-14,"14/09/2023",-18,145.45,37,2023,4,0.5,"late_dry"
24.5,12.3,0,2023-09-15,"15/09/2023",-18,145.45,37,2023,4,0.5,"late_dry"
24.9,13.6,0,2023-09-16,"16/09/2023",-18,145.45,37,2023,4,0.5,"late_dry"
24.9,13.7,0,2023-09-17,"17/09/2023",-18,145.45,38,2023,4,1,"late_dry"
25.2,15.6,0,2023-09-18,"18/09/2023",-18,145.45,38,2023,4,1,"late_dry"
26.6,16.5,0.8,2023-09-19,"19/09/2023",-18,145.45,38,2023,4,1,"late_dry"
27.3,15.3,0.2,2023-09-20,"20/09/2023",-18,145.45,38,2023,4,1,"late_dry"
29.9,14.2,0,2023-09-21,"21/09/2023",-18,145.45,38,2023,4,1,"late_dry"
30.8,12.5,0,2023-09-22,"22/09/2023",-18,145.45,38,2023,4,1,"late_dry"
26.5,15,0,2023-09-23,"23/09/2023",-18,145.45,38,2023,4,1,"late_dry"
25.6,16.1,1,2023-09-24,"24/09/2023",-18,145.45,39,2023,4,3.6,"late_dry"
24.4,15.5,2.5,2023-09-25,"25/09/2023",-18,145.45,39,2023,4,3.6,"late_dry"
25.5,14.7,0,2023-09-26,"26/09/2023",-18,145.45,39,2023,4,3.6,"late_dry"
26.2,15.3,0.1,2023-09-27,"27/09/2023",-18,145.45,39,2023,4,3.6,"late_dry"
27.5,14.5,0,2023-09-28,"28/09/2023",-18,145.45,39,2023,4,3.6,"late_dry"
26.5,16.7,0,2023-09-29,"29/09/2023",-18,145.45,39,2023,4,3.6,"late_dry"
25.9,17.3,0,2023-09-30,"30/09/2023",-18,145.45,39,2023,4,3.6,"late_dry"
25.5,15.4,0,2023-10-01,"1/10/2023",-18,145.45,40,2023,4,0.2,"late_dry"
26.7,15.3,0,2023-10-02,"2/10/2023",-18,145.45,40,2023,4,0.2,"late_dry"
26.9,17.2,0.2,2023-10-03,"3/10/2023",-18,145.45,40,2023,4,0.2,"late_dry"
28.8,17.3,0,2023-10-04,"4/10/2023",-18,145.45,40,2023,4,0.2,"late_dry"
29.4,16.3,0,2023-10-05,"5/10/2023",-18,145.45,40,2023,4,0.2,"late_dry"
29.7,15.9,0,2023-10-06,"6/10/2023",-18,145.45,40,2023,4,0.2,"late_dry"
28.2,18.2,0,2023-10-07,"7/10/2023",-18,145.45,40,2023,4,0.2,"late_dry"
26.4,17.8,0.2,2023-10-08,"8/10/2023",-18,145.45,41,2023,4,1,"late_dry"
25.2,16.3,0.8,2023-10-09,"9/10/2023",-18,145.45,41,2023,4,1,"late_dry"
27.3,15.8,0,2023-10-10,"10/10/2023",-18,145.45,41,2023,4,1,"late_dry"
28.2,15.8,0,2023-10-11,"11/10/2023",-18,145.45,41,2023,4,1,"late_dry"
27.3,17.2,0,2023-10-12,"12/10/2023",-18,145.45,41,2023,4,1,"late_dry"
29.7,14.5,0,2023-10-13,"13/10/2023",-18,145.45,41,2023,4,1,"late_dry"
30.6,12.9,0,2023-10-14,"14/10/2023",-18,145.45,41,2023,4,1,"late_dry"
28.9,14.5,0,2023-10-15,"15/10/2023",-18,145.45,42,2023,4,0,"late_dry"
29.2,13.9,0,2023-10-16,"16/10/2023",-18,145.45,42,2023,4,0,"late_dry"
32.5,13.9,0,2023-10-17,"17/10/2023",-18,145.45,42,2023,4,0,"late_dry"
28.2,15.4,0,2023-10-18,"18/10/2023",-18,145.45,42,2023,4,0,"late_dry"
27.5,18.5,0,2023-10-19,"19/10/2023",-18,145.45,42,2023,4,0,"late_dry"
29.3,16.1,0,2023-10-20,"20/10/2023",-18,145.45,42,2023,4,0,"late_dry"
29.6,15.4,0,2023-10-21,"21/10/2023",-18,145.45,42,2023,4,0,"late_dry"
30.4,14.6,0,2023-10-22,"22/10/2023",-18,145.45,43,2023,4,0,"late_dry"
32.4,15.2,0,2023-10-23,"23/10/2023",-18,145.45,43,2023,4,0,"late_dry"
31.5,15.4,0,2023-10-24,"24/10/2023",-18,145.45,43,2023,4,0,"late_dry"
31.7,15.8,0,2023-10-25,"25/10/2023",-18,145.45,43,2023,4,0,"late_dry"
32.6,15.5,0,2023-10-26,"26/10/2023",-18,145.45,43,2023,4,0,"late_dry"
31.2,15,0,2023-10-27,"27/10/2023",-18,145.45,43,2023,4,0,"late_dry"
28.7,18.1,0,2023-10-28,"28/10/2023",-18,145.45,43,2023,4,0,"late_dry"
26.4,17.2,0,2023-10-29,"29/10/2023",-18,145.45,44,2023,4,0,"late_dry"
28.5,16.4,0,2023-10-30,"30/10/2023",-18,145.45,44,2023,4,0,"late_dry"
29.1,14,0,2023-10-31,"31/10/2023",-18,145.45,44,2023,4,0,"late_dry"
32.5,12.2,0,2023-11-01,"1/11/2023",-18,145.45,44,2023,4,0,"late_dry"
30.9,13.2,0,2023-11-02,"2/11/2023",-18,145.45,44,2023,4,0,"late_dry"
29.6,18,0,2023-11-03,"3/11/2023",-18,145.45,44,2023,4,0,"late_dry"
29.5,18.3,0,2023-11-04,"4/11/2023",-18,145.45,44,2023,4,0,"late_dry"
31,18.6,0,2023-11-05,"5/11/2023",-18,145.45,45,2023,4,1.2,"late_dry"
28.8,18.6,0,2023-11-06,"6/11/2023",-18,145.45,45,2023,4,1.2,"late_dry"
28.6,18.2,0,2023-11-07,"7/11/2023",-18,145.45,45,2023,4,1.2,"late_dry"
29.2,18.2,0.3,2023-11-08,"8/11/2023",-18,145.45,45,2023,4,1.2,"late_dry"
30.1,18.1,0.6,2023-11-09,"9/11/2023",-18,145.45,45,2023,4,1.2,"late_dry"
29.3,18,0,2023-11-10,"10/11/2023",-18,145.45,45,2023,4,1.2,"late_dry"
30.2,17.3,0.3,2023-11-11,"11/11/2023",-18,145.45,45,2023,4,1.2,"late_dry"
29.2,16.9,0,2023-11-12,"12/11/2023",-18,145.45,46,2023,4,0.1,"wet"
29.8,15.7,0,2023-11-13,"13/11/2023",-18,145.45,46,2023,4,0.1,"wet"
29.6,14.1,0,2023-11-14,"14/11/2023",-18,145.45,46,2023,4,0.1,"wet"
31.1,13.4,0.1,2023-11-15,"15/11/2023",-18,145.45,46,2023,4,0.1,"wet"
31.9,15.1,0,2023-11-16,"16/11/2023",-18,145.45,46,2023,4,0.1,"wet"
34.3,15.4,0,2023-11-17,"17/11/2023",-18,145.45,46,2023,4,0.1,"wet"
31.8,17.7,0,2023-11-18,"18/11/2023",-18,145.45,46,2023,4,0.1,"wet"
29.9,18.6,0,2023-11-19,"19/11/2023",-18,145.45,47,2023,4,11.7,"wet"
31.1,18,0,2023-11-20,"20/11/2023",-18,145.45,47,2023,4,11.7,"wet"
29.6,20.2,0.5,2023-11-21,"21/11/2023",-18,145.45,47,2023,4,11.7,"wet"
29.3,19.5,2.5,2023-11-22,"22/11/2023",-18,145.45,47,2023,4,11.7,"wet"
30,19.2,2.2,2023-11-23,"23/11/2023",-18,145.45,47,2023,4,11.7,"wet"
28,20.3,0.5,2023-11-24,"24/11/2023",-18,145.45,47,2023,4,11.7,"wet"
29.8,19.6,6,2023-11-25,"25/11/2023",-18,145.45,47,2023,4,11.7,"wet"
29.2,19.5,18.4,2023-11-26,"26/11/2023",-18,145.45,48,2023,4,116.1,"wet"
29.4,19.9,20.5,2023-11-27,"27/11/2023",-18,145.45,48,2023,4,116.1,"wet"
30.4,18.5,54.9,2023-11-28,"28/11/2023",-18,145.45,48,2023,4,116.1,"wet"
32.7,18.9,6.3,2023-11-29,"29/11/2023",-18,145.45,48,2023,4,116.1,"wet"
33.1,20.8,3.8,2023-11-30,"30/11/2023",-18,145.45,48,2023,4,116.1,"wet"
34.2,21.5,0.2,2023-12-01,"1/12/2023",-18,145.45,48,2023,4,116.1,"wet"
33.4,21.4,12,2023-12-02,"2/12/2023",-18,145.45,48,2023,4,116.1,"wet"
32.7,19.7,18.1,2023-12-03,"3/12/2023",-18,145.45,49,2023,4,19.6,"wet"
33,20.4,0.4,2023-12-04,"4/12/2023",-18,145.45,49,2023,4,19.6,"wet"
32.1,20.1,0.9,2023-12-05,"5/12/2023",-18,145.45,49,2023,4,19.6,"wet"
30.9,20,0,2023-12-06,"6/12/2023",-18,145.45,49,2023,4,19.6,"wet"
29.2,18,0,2023-12-07,"7/12/2023",-18,145.45,49,2023,4,19.6,"wet"
30.2,18.9,0.1,2023-12-08,"8/12/2023",-18,145.45,49,2023,4,19.6,"wet"
31,18.1,0.1,2023-12-09,"9/12/2023",-18,145.45,49,2023,4,19.6,"wet"
31.2,17.9,0,2023-12-10,"10/12/2023",-18,145.45,50,2023,4,265.8,"wet"
32.9,18.9,0,2023-12-11,"11/12/2023",-18,145.45,50,2023,4,265.8,"wet"
27.8,21.4,1.4,2023-12-12,"12/12/2023",-18,145.45,50,2023,4,265.8,"wet"
25,21.5,22.8,2023-12-13,"13/12/2023",-18,145.45,50,2023,4,265.8,"wet"
23.5,20.8,46.2,2023-12-14,"14/12/2023",-18,145.45,50,2023,4,265.8,"wet"
23.7,20.7,52.1,2023-12-15,"15/12/2023",-18,145.45,50,2023,4,265.8,"wet"
22.8,20.6,143.3,2023-12-16,"16/12/2023",-18,145.45,50,2023,4,265.8,"wet"
23.3,19.7,103.5,2023-12-17,"17/12/2023",-18,145.45,51,2023,4,120.9,"wet"
27,17.9,13.4,2023-12-18,"18/12/2023",-18,145.45,51,2023,4,120.9,"wet"
28.6,19.7,0,2023-12-19,"19/12/2023",-18,145.45,51,2023,4,120.9,"wet"
28.9,18.4,0.5,2023-12-20,"20/12/2023",-18,145.45,51,2023,4,120.9,"wet"
30,18.6,0,2023-12-21,"21/12/2023",-18,145.45,51,2023,4,120.9,"wet"
30.9,20.6,0,2023-12-22,"22/12/2023",-18,145.45,51,2023,4,120.9,"wet"
31.8,20.8,3.5,2023-12-23,"23/12/2023",-18,145.45,51,2023,4,120.9,"wet"
32.3,22,8.5,2023-12-24,"24/12/2023",-18,145.45,52,2023,4,37,"wet"
31.7,21.7,10.4,2023-12-25,"25/12/2023",-18,145.45,52,2023,4,37,"wet"
30.2,22,6.6,2023-12-26,"26/12/2023",-18,145.45,52,2023,4,37,"wet"
31.2,21.6,4,2023-12-27,"27/12/2023",-18,145.45,52,2023,4,37,"wet"
31.6,21.3,7.5,2023-12-28,"28/12/2023",-18,145.45,52,2023,4,37,"wet"
32.3,21.1,0,2023-12-29,"29/12/2023",-18,145.45,52,2023,4,37,"wet"
31.7,20.4,0,2023-12-30,"30/12/2023",-18,145.45,52,2023,4,37,"wet"
31.8,22.6,0,2023-12-31,"31/12/2023",-18,145.45,53,2023,4,0,"wet"
30.8,21,6.5,2024-01-01,"1/01/2024",-18,145.45,1,2024,4,7.7,"wet"
30.3,20.8,0,2024-01-02,"2/01/2024",-18,145.45,1,2024,4,7.7,"wet"
32,21,0.8,2024-01-03,"3/01/2024",-18,145.45,1,2024,4,7.7,"wet"
31.9,20.7,0,2024-01-04,"4/01/2024",-18,145.45,1,2024,4,7.7,"wet"
31.3,20.4,0,2024-01-05,"5/01/2024",-18,145.45,1,2024,4,7.7,"wet"
31.7,20.7,0.3,2024-01-06,"6/01/2024",-18,145.45,1,2024,4,7.7,"wet"
31.8,21.1,0.1,2024-01-07,"7/01/2024",-18,145.45,1,2024,4,7.7,"wet"
31.4,20.8,1.7,2024-01-08,"8/01/2024",-18,145.45,2,2024,4,52.7,"wet"
31.5,20.9,0,2024-01-09,"9/01/2024",-18,145.45,2,2024,4,52.7,"wet"
30.1,21.5,13,2024-01-10,"10/01/2024",-18,145.45,2,2024,4,52.7,"wet"
27.9,21.3,0,2024-01-11,"11/01/2024",-18,145.45,2,2024,4,52.7,"wet"
28.4,20.4,17.9,2024-01-12,"12/01/2024",-18,145.45,2,2024,4,52.7,"wet"
26.9,21.2,5.2,2024-01-13,"13/01/2024",-18,145.45,2,2024,4,52.7,"wet"
27.9,20.8,14.9,2024-01-14,"14/01/2024",-18,145.45,2,2024,4,52.7,"wet"
26.9,20.3,68.9,2024-01-15,"15/01/2024",-18,145.45,3,2024,4,246.7,"wet"
27.5,21.1,19.7,2024-01-16,"16/01/2024",-18,145.45,3,2024,4,246.7,"wet"
29.3,21.6,23.2,2024-01-17,"17/01/2024",-18,145.45,3,2024,4,246.7,"wet"
29.5,21.8,35.6,2024-01-18,"18/01/2024",-18,145.45,3,2024,4,246.7,"wet"
29.3,21.2,31.6,2024-01-19,"19/01/2024",-18,145.45,3,2024,4,246.7,"wet"
27.4,21.6,17,2024-01-20,"20/01/2024",-18,145.45,3,2024,4,246.7,"wet"
29.3,22,50.7,2024-01-21,"21/01/2024",-18,145.45,3,2024,4,246.7,"wet"
31.7,20.5,6.6,2024-01-22,"22/01/2024",-18,145.45,4,2024,4,46.1,"late_wet"
32,19.4,0,2024-01-23,"23/01/2024",-18,145.45,4,2024,4,46.1,"late_wet"
31.2,21.5,0,2024-01-24,"24/01/2024",-18,145.45,4,2024,4,46.1,"late_wet"
26.5,21.2,0.1,2024-01-25,"25/01/2024",-18,145.45,4,2024,4,46.1,"late_wet"
29.8,20.3,38.2,2024-01-26,"26/01/2024",-18,145.45,4,2024,4,46.1,"late_wet"
30.3,22.1,0.2,2024-01-27,"27/01/2024",-18,145.45,4,2024,4,46.1,"late_wet"
31.5,21.9,1,2024-01-28,"28/01/2024",-18,145.45,4,2024,4,46.1,"late_wet"
32.6,23,1.5,2024-01-29,"29/01/2024",-18,145.45,5,2024,4,54.2,"late_wet"
32.6,23.8,6.5,2024-01-30,"30/01/2024",-18,145.45,5,2024,4,54.2,"late_wet"
29.1,22.4,6.3,2024-01-31,"31/01/2024",-18,145.45,5,2024,4,54.2,"late_wet"
29.4,22,2.7,2024-02-01,"1/02/2024",-18,145.45,5,2024,4,54.2,"late_wet"
28.6,22.4,28.7,2024-02-02,"2/02/2024",-18,145.45,5,2024,4,54.2,"late_wet"
30,22.3,8,2024-02-03,"3/02/2024",-18,145.45,5,2024,4,54.2,"late_wet"
30.3,22.6,0.5,2024-02-04,"4/02/2024",-18,145.45,5,2024,4,54.2,"late_wet"
29.4,21.4,10,2024-02-05,"5/02/2024",-18,145.45,6,2024,4,23.8,"late_wet"
29.7,21.1,4.2,2024-02-06,"6/02/2024",-18,145.45,6,2024,4,23.8,"late_wet"
31.3,20.8,5.4,2024-02-07,"7/02/2024",-18,145.45,6,2024,4,23.8,"late_wet"
29.2,20.9,0,2024-02-08,"8/02/2024",-18,145.45,6,2024,4,23.8,"late_wet"
29.7,20.5,0.8,2024-02-09,"9/02/2024",-18,145.45,6,2024,4,23.8,"late_wet"
28.6,20.2,3.4,2024-02-10,"10/02/2024",-18,145.45,6,2024,4,23.8,"late_wet"
30.5,19,0,2024-02-11,"11/02/2024",-18,145.45,6,2024,4,23.8,"late_wet"
29.7,20.6,2.8,2024-02-12,"12/02/2024",-18,145.45,7,2024,4,45,"late_wet"
29.9,21.2,2,2024-02-13,"13/02/2024",-18,145.45,7,2024,4,45,"late_wet"
29.5,19.7,1.2,2024-02-14,"14/02/2024",-18,145.45,7,2024,4,45,"late_wet"
28.9,20.6,0,2024-02-15,"15/02/2024",-18,145.45,7,2024,4,45,"late_wet"
27.4,21,3.7,2024-02-16,"16/02/2024",-18,145.45,7,2024,4,45,"late_wet"
28.4,21.4,10.6,2024-02-17,"17/02/2024",-18,145.45,7,2024,4,45,"late_wet"
28.6,21.6,24.7,2024-02-18,"18/02/2024",-18,145.45,7,2024,4,45,"late_wet"
28.8,20.7,3,2024-02-19,"19/02/2024",-18,145.45,8,2024,4,82.5,"late_wet"
29.3,20.5,0.5,2024-02-20,"20/02/2024",-18,145.45,8,2024,4,82.5,"late_wet"
27.2,21.2,0.5,2024-02-21,"21/02/2024",-18,145.45,8,2024,4,82.5,"late_wet"
25.4,20.6,8.5,2024-02-22,"22/02/2024",-18,145.45,8,2024,4,82.5,"late_wet"
26.2,20,16.4,2024-02-23,"23/02/2024",-18,145.45,8,2024,4,82.5,"late_wet"
27.3,20,52.3,2024-02-24,"24/02/2024",-18,145.45,8,2024,4,82.5,"late_wet"
27.2,20.6,1.3,2024-02-25,"25/02/2024",-18,145.45,8,2024,4,82.5,"late_wet"
30.2,21.4,3.8,2024-02-26,"26/02/2024",-18,145.45,9,2024,4,44.3,"late_wet"
28.5,21.7,20.2,2024-02-27,"27/02/2024",-18,145.45,9,2024,4,44.3,"late_wet"
27.3,22.4,3.6,2024-02-28,"28/02/2024",-18,145.45,9,2024,4,44.3,"late_wet"
29.1,22.1,15.3,2024-02-29,"29/02/2024",-18,145.45,9,2024,4,44.3,"late_wet"
29.4,20.7,1.1,2024-03-01,"1/03/2024",-18,145.45,9,2024,4,44.3,"late_wet"
30.2,19.5,0.3,2024-03-02,"2/03/2024",-18,145.45,9,2024,4,44.3,"late_wet"
30.5,20.8,0,2024-03-03,"3/03/2024",-18,145.45,9,2024,4,44.3,"late_wet"
31,20.9,5.2,2024-03-04,"4/03/2024",-18,145.45,10,2024,4,60.6,"late_wet"
29.7,21.4,5.9,2024-03-05,"5/03/2024",-18,145.45,10,2024,4,60.6,"late_wet"
28.6,21.4,2.7,2024-03-06,"6/03/2024",-18,145.45,10,2024,4,60.6,"late_wet"
29.7,20.7,6.5,2024-03-07,"7/03/2024",-18,145.45,10,2024,4,60.6,"late_wet"
27.6,21.5,20.2,2024-03-08,"8/03/2024",-18,145.45,10,2024,4,60.6,"late_wet"
26.9,21.5,12.1,2024-03-09,"9/03/2024",-18,145.45,10,2024,4,60.6,"late_wet"
27.4,21.4,8,2024-03-10,"10/03/2024",-18,145.45,10,2024,4,60.6,"late_wet"
27.7,21.2,2.1,2024-03-11,"11/03/2024",-18,145.45,11,2024,4,27.1,"late_wet"
27.8,20.2,9.4,2024-03-12,"12/03/2024",-18,145.45,11,2024,4,27.1,"late_wet"
28.9,18.8,0,2024-03-13,"13/03/2024",-18,145.45,11,2024,4,27.1,"late_wet"
30.7,17.1,0,2024-03-14,"14/03/2024",-18,145.45,11,2024,4,27.1,"late_wet"
30.9,19,0.3,2024-03-15,"15/03/2024",-18,145.45,11,2024,4,27.1,"late_wet"
28.9,21.1,0,2024-03-16,"16/03/2024",-18,145.45,11,2024,4,27.1,"late_wet"
26.2,21.3,15.3,2024-03-17,"17/03/2024",-18,145.45,11,2024,4,27.1,"late_wet"
25.4,20.5,2.2,2024-03-18,"18/03/2024",-18,145.45,12,2024,4,37.6,"late_wet"
26.5,19.9,21.9,2024-03-19,"19/03/2024",-18,145.45,12,2024,4,37.6,"late_wet"
