"date","site","group","measured_temperature_average","measured_temperature_max","measured_temperature_min","silo_max_temperature","silo_min_temperature","silo_rain","Date2","lat","long","silo_average_temperature","month","predict_temp_avg","predict_temp_max","predict_temp_min","composite_temperature_max","composite_temperature_min","composite_temperature_avg"
2023-07-22,"site-a",10,15.0103888888889,26.125,6.577,25.2,11.4,0,"22/07/2023",-17.95,145.4,18.3,7,15.6689429208736,26.6087627616255,7.02128929696414,26.125,6.577,15.0103888888889
2023-07-23,"site-a",10,16.5122013888889,26.625,8.084,23.9,12.4,0,"23/07/2023",-17.95,145.4,18.15,7,15.4938862607025,24.5985025420917,8.34618138795767,26.625,8.084,16.5122013888889
2023-07-24,"site-a",10,11.7689375,21.623,3.057,21.4,9.9,0.3,"24/07/2023",-17.95,145.4,15.65,7,12.5762752578511,20.7326175045267,5.03395116047384,21.623,3.057,11.7689375
2023-07-25,"site-a",10,10.7746875,20.621,1.548,20,6.7,0,"25/07/2023",-17.95,145.4,13.35,7,9.89207313522774,18.5677218834903,0.794296469294539,20.621,1.548,10.7746875
2023-07-26,"site-a",10,16.3698888888889,19.119,13.605,21,12.7,6.5,"26/07/2023",-17.95,145.4,16.85,7,13.9767285392198,20.1140758985163,8.74364901525573,19.119,13.605,16.3698888888889
2023-07-27,"site-a",10,17.1215625,21.623,15.11,22,15.9,11,"27/07/2023",-17.95,145.4,18.95,7,16.427521781615,21.6604299135423,12.983303706435,21.623,15.11,17.1215625
2023-07-28,"site-a",10,16.7167916666667,23.124,10.595,23.2,14.7,14.2,"28/07/2023",-17.95,145.4,18.95,7,16.427521781615,23.5160547315735,11.3934331972428,23.124,10.595,16.7167916666667
2023-07-29,"site-a",10,15.4493472222222,21.623,9.59,23.1,13.6,0.4,"29/07/2023",-17.95,145.4,18.35,7,15.7272951409307,23.3614193300709,9.93605189714991,21.623,9.59,15.4493472222222
2023-07-30,"site-a",10,14.4474930555556,24.125,7.079,23,13.1,0.2,"30/07/2023",-17.95,145.4,18.05,7,15.3771818205885,23.2067839285683,9.27360585165314,24.125,7.079,14.4474930555556
2023-07-31,"site-a",10,14.167875,19.62,9.088,22.5,13.4,0.1,"31/07/2023",-17.95,145.4,17.95,7,15.2604773804744,22.4336069210553,9.6710734789512,19.62,9.088,14.167875
2023-08-01,"site-a",10,16.2357083333333,23.124,9.088,23.2,13.7,0.4,"1/08/2023",-17.95,145.4,18.45,8,15.9228532090382,22.7994552482778,10.0548397842005,23.124,9.088,16.2357083333333
2023-08-02,"site-a",10,15.9451875,19.62,13.104,21.9,15.6,3.5,"2/08/2023",-17.95,145.4,18.75,8,16.2729665293804,20.789195028744,12.5721347570882,19.62,13.104,15.9451875
2023-08-03,"site-a",10,17.1104652777778,23.124,11.598,21.9,15.5,6.4,"3/08/2023",-17.95,145.4,18.7,8,16.2146143093233,20.789195028744,12.4396455479888,23.124,11.598,17.1104652777778
2023-08-04,"site-a",10,15.3776597222222,18.117,12.602,21.5,14.5,0.5,"4/08/2023",-17.95,145.4,18,8,15.3976832285249,20.1706534227336,11.1147534569953,18.117,12.602,15.3776597222222
2023-08-05,"site-a",10,15.2017708333333,23.124,9.088,22.3,12.1,5,"5/08/2023",-17.95,145.4,17.2,8,14.4640477076125,21.4077366347544,7.93501243861084,23.124,9.088,15.2017708333333
2023-08-06,"site-a",10,13.7828125,23.124,7.079,22.2,12.8,0,"6/08/2023",-17.95,145.4,17.5,8,14.8141610279546,21.2531012332518,8.86243690230631,23.124,7.079,13.7828125
2023-08-07,"site-a",10,14.2670555555556,23.124,6.074,22.8,12.5,0.1,"7/08/2023",-17.95,145.4,17.65,8,14.9892176881257,22.1809136422674,8.46496927500825,23.124,6.074,14.2670555555556
2023-08-08,"site-a",10,13.6637777777778,23.624,7.079,22.5,12.7,0,"8/08/2023",-17.95,145.4,17.6,8,14.9308654680687,21.7170074377596,8.72994769320696,23.624,7.079,13.6637777777778
2023-08-09,"site-a",10,14.6460694444444,23.124,6.577,21.6,12.4,0,"9/08/2023",-17.95,145.4,17,8,14.2306388273843,20.3252888242362,8.3324800659089,23.124,6.577,14.6460694444444
2023-08-10,"site-a",10,18.119425,24.625,12.1,22.7,15,0.2,"10/08/2023",-17.95,145.4,18.85,8,16.3896709694944,22.0262782407648,11.7771995024921,24.625,12.1,18.119425
2023-08-11,"site-a",10,21.4333125,26.625,17.616,22.7,13.9,2.6,"11/08/2023",-17.95,145.4,18.3,8,15.7477965488671,22.0262782407648,10.3198182023992,26.625,17.616,21.4333125
2023-08-12,"site-a",10,17.592375,27.125,8.586,23,13.5,1.3,"12/08/2023",-17.95,145.4,18.25,8,15.6894443288101,22.4901844452726,9.78986136600178,27.125,8.586,17.592375
2023-08-13,"site-a",10,13.53625,24.125,5.069,24.4,11.5,0,"13/08/2023",-17.95,145.4,17.95,8,15.3393310084679,24.655080066309,7.14007718401472,24.125,5.069,13.53625
2023-08-14,"site-a",10,14.2647083333333,27.125,3.56,25.5,9.1,0,"14/08/2023",-17.95,145.4,17.3,8,14.5807521477265,26.3560694828376,3.96033616563024,27.125,3.56,14.2647083333333
2023-08-15,"site-a",10,14.1597916666667,27.125,4.063,25.9,9.9,0,"15/08/2023",-17.95,145.4,17.9,8,15.2809787884109,26.974611088848,5.02024983842507,27.125,4.063,14.1597916666667
2023-08-16,"site-a",10,13.1735,28.624,1.045,25.9,8.9,0,"16/08/2023",-17.95,145.4,17.4,8,14.6974565878406,26.974611088848,3.69535774743154,28.624,1.045,13.1735
2023-08-17,"site-a",10,12.7760416666667,27.625,-0.465,26.2,8.9,0,"17/08/2023",-17.95,145.4,17.55,8,14.8725132480117,27.4385172933557,3.69535774743154,27.625,-0.465,12.7760416666667
2023-08-18,"site-a",10,15.4936666666667,31.122,2.554,26.5,9.3,0,"18/08/2023",-17.95,145.4,17.9,8,15.2809787884109,27.9024234978636,4.22531458382895,31.122,2.554,15.4936666666667
2023-08-19,"site-a",10,15.1430416666667,28.124,5.069,25.3,11.1,0,"19/08/2023",-17.95,145.4,18.2,8,15.631092108753,26.0467986798324,6.61012034761731,28.124,5.069,15.1430416666667
2023-08-20,"site-a",10,12.1754166666667,23.124,2.554,23.5,8.3,0,"20/08/2023",-17.95,145.4,15.9,8,12.9468899861297,23.2633614527856,2.90042249283542,23.124,2.554,12.1754166666667
2023-08-21,"site-a",10,13.473875,22.624,4.063,23.1,10.3,0,"21/08/2023",-17.95,145.4,16.7,8,13.8805255070422,22.6448198467752,5.55020667482248,22.624,4.063,13.473875
2023-08-22,"site-a",10,16.0255,25.125,9.59,24.9,12.4,0,"22/08/2023",-17.95,145.4,18.65,8,16.1562620892663,25.428257073822,8.3324800659089,25.125,9.59,16.0255
2023-08-23,"site-a",10,14.77,25.125,6.577,24.7,13.2,0.2,"23/08/2023",-17.95,145.4,18.95,8,16.5063754096085,25.1189862708168,9.39239373870372,25.125,6.577,14.77
