"index","season_weekly","rain_weekly","removal_num_weekly","removal_freq_weekly","temp_weekly","det.Predicted","det.SE","det.lower","det.upper"
 55,"late_wet",4.022147e+01,0,0,38.10837,0.214112279,0.096167782,0.081648688,0.455013962
 55,"wet",5.215304e+01,3,1,33.66934,0.091536893,0.092002452,0.014268690,0.475015890
 56,"dry",7.590241e+00,1,0,24.61584,0.074584180,0.061028826,0.014184398,0.313013948
 56,"early_dry",1.899911e+01,2,0,30.39682,0.109835552,0.079062665,0.026309603,0.377321584
 56,"late_dry",2.571645e-01,5,0,31.72773,0.040676659,0.057527184,0.004409710,0.428452135
 56,"late_wet",3.815774e+01,2,0,39.32795,0.212852279,0.128568913,0.060386624,0.542395375
 56,"wet",1.222846e+02,4,1,36.96767,0.071611638,0.093478035,0.006499593,0.514160837
 57,"dry",8.464660e+00,3,0,24.38793,0.077066980,0.081435254,0.010675152,0.441113058
 57,"early_dry",2.006023e+01,0,0,31.33655,0.103575913,0.058170961,0.032794112,0.282516975
 57,"late_dry",2.595035e-01,0,0,29.45014,0.040813168,0.032996182,0.008098082,0.181504659
 57,"late_wet",5.363080e+01,1,0,38.26538,0.209839908,0.105785211,0.071307400,0.479563131
 57,"wet",8.461065e+01,1,0,36.57270,0.073836329,0.043816929,0.022544316,0.216925989
 58,"dry",6.956806e+00,1,1,26.19329,0.072314643,0.070854145,0.010472235,0.384713960
 58,"early_dry",2.557245e+00,5,1,29.50275,0.124379913,0.163608666,0.013272903,0.681606468
 58,"late_dry",4.663951e-01,1,0,30.32223,0.040156726,0.033595971,0.007541954,0.187773094
 58,"late_wet",2.862648e+01,4,0,37.42837,0.233702837,0.196038220,0.053038497,0.663906652
 58,"wet",1.522647e+01,4,0,36.24809,0.092033413,0.092222891,0.018517128,0.460768996
 59,"dry",6.734256e+00,1,1,26.60221,0.071390625,0.070042840,0.010314344,0.381533455
 59,"early_dry",1.172219e+01,3,0,30.67973,0.112142551,0.095757644,0.023190160,0.453561532
 59,"late_dry",1.926979e-02,5,0,30.57012,0.042244951,0.059091613,0.004691335,0.433876432
 59,"late_wet",2.726751e+01,1,0,37.10821,0.228536764,0.111660591,0.079459564,0.505749394
 59,"wet",5.664133e+01,5,0,33.25692,0.092563287,0.105958823,0.018865238,0.504980970
 60,"dry",1.254381e+00,4,1,25.10033,0.079142670,0.103606256,0.007163595,0.568507817
 60,"early_dry",8.594931e+00,1,0,29.50842,0.114279253,0.070345859,0.032393350,0.333293214
 60,"late_dry",1.069655e-01,3,1,32.03331,0.039862903,0.049800742,0.003677000,0.351643530
 60,"late_wet",5.182622e+01,2,0,38.82311,0.209862680,0.128006612,0.058914813,0.539460843
 60,"wet",5.853688e+01,0,0,33.10464,0.086587495,0.042943274,0.031800825,0.214803974
 61,"dry",1.604581e+00,4,0,25.93886,0.075507200,0.091465666,0.009436491,0.497575517
 61,"early_dry",1.875504e+01,2,1,30.97688,0.110041415,0.103375404,0.017603336,0.493041257
 61,"late_dry",2.697351e-01,1,1,32.24586,0.038469110,0.041196616,0.005010113,0.269778917
 61,"late_wet",3.780784e+01,3,0,36.50679,0.232614332,0.165435134,0.057791536,0.627602875
 61,"wet",6.830648e+01,5,0,37.39493,0.079253377,0.097387951,0.014037044,0.486077067
 62,"dry",1.139079e+01,1,1,24.29362,0.076271168,0.075094962,0.010933742,0.401326055
 62,"early_dry",1.795208e+01,1,0,30.21042,0.109322975,0.066817635,0.031306492,0.319233657
 62,"late_dry",1.240784e-01,3,1,32.08450,0.039795537,0.049739716,0.003665764,0.351365219
 62,"late_wet",2.627823e+01,0,1,36.67093,0.233025257,0.160148117,0.059886380,0.621721752
 62,"wet",6.135123e+01,4,0,34.67637,0.086286729,0.085410373,0.018330157,0.439950451
 63,"dry",9.614069e+00,1,0,25.12775,0.072962822,0.059587216,0.013926992,0.306869724
 63,"early_dry",3.808223e+00,2,0,31.73967,0.109024266,0.077739457,0.026442292,0.372822508
 63,"late_dry",3.021037e-01,0,0,31.31775,0.038339038,0.031149564,0.007565838,0.172512705
 63,"late_wet",4.453657e+01,5,0,39.02907,0.219464922,0.222058362,0.044795999,0.668061114
 63,"wet",8.197787e+01,4,1,34.81712,0.083556317,0.099873990,0.010233979,0.525825611
 64,"dry",3.306995e+00,2,1,24.81160,0.077401416,0.081865902,0.009490262,0.444506276
 64,"early_dry",1.602789e+01,1,1,30.31790,0.111656034,0.095862365,0.021641609,0.455069194
 64,"late_dry",2.531854e-01,0,0,32.33612,0.037106619,0.030483762,0.007224234,0.169500776
 64,"late_wet",3.914058e+01,2,1,37.05720,0.229733319,0.180573397,0.044411649,0.675874387
 64,"wet",2.457588e+01,1,0,33.30934,0.094735140,0.052900659,0.030847742,0.257817507
 65,"dry",8.292903e+00,0,0,26.37024,0.069333314,0.053228903,0.014584510,0.272905925
 65,"early_dry",6.228893e+00,0,0,30.21838,0.110884416,0.062651950,0.034826575,0.301051345
 65,"late_dry",2.989102e-01,4,1,30.73568,0.042176334,0.058060608,0.003424636,0.429276928
 65,"late_wet",4.364592e+01,1,0,37.24206,0.220253239,0.108817990,0.076048590,0.493506090
 65,"wet",1.157913e+02,0,0,35.42747,0.070305500,0.040833262,0.022525849,0.202040540
 66,"dry",8.331810e+00,4,0,25.31397,0.075821877,0.091870078,0.009465971,0.498719428
 66,"early_dry",2.938487e+00,0,1,31.13900,0.110619819,0.091910560,0.023571815,0.440560725
 66,"late_dry",7.567997e-02,0,0,30.95736,0.038817443,0.031457865,0.007683935,0.173977204
 66,"late_wet",3.317186e+01,1,0,38.65122,0.216495971,0.106777188,0.074924735,0.486402218
 66,"wet",7.558562e+01,5,0,33.84175,0.086967293,0.102121299,0.016979624,0.495976286
 67,"dry",5.462317e+00,3,0,26.35704,0.072780743,0.077180566,0.010083409,0.425333370
 67,"early_dry",2.060414e+01,4,0,32.20633,0.106206292,0.108853863,0.019405791,0.503209909
 67,"late_dry",7.649710e-02,3,0,30.07106,0.041699237,0.044418630,0.005696258,0.289056952
 67,"late_wet",2.974639e+01,0,0,36.67282,0.227589665,0.102011885,0.086643035,0.477697726
 67,"wet",7.307203e+01,5,0,33.63641,0.088043780,0.102867738,0.017342126,0.497684726
 68,"dry",1.009158e+01,0,0,26.36374,0.069042039,0.053026002,0.014517103,0.272031660
 68,"early_dry",4.625870e+00,1,1,29.52450,0.117578310,0.100758736,0.022681414,0.471719498
 68,"late_dry",2.164486e-01,5,1,30.11163,0.043703432,0.066780219,0.003219369,0.501567316
 68,"late_wet",2.844762e+01,3,0,36.08452,0.239722064,0.169360767,0.059612326,0.638812309
 68,"wet",2.182620e+01,0,0,35.96387,0.086647603,0.045330114,0.030549301,0.221921746
 69,"dry",7.146960e+00,5,1,26.31168,0.076088319,0.112329071,0.006170768,0.603285218
 69,"early_dry",1.468085e+01,0,1,30.51433,0.109884486,0.092041106,0.023181548,0.440225528
 69,"late_dry",3.585804e-01,0,0,28.90389,0.041577361,0.033702711,0.008219261,0.185028695
 69,"late_wet",4.031933e+01,0,1,37.38714,0.222111477,0.154537015,0.056684536,0.605096307
 69,"wet",9.845992e+01,2,0,33.90270,0.078986766,0.056574800,0.019903048,0.284233998
 70,"dry",1.089997e+01,3,1,25.28891,0.075851149,0.089335045,0.007783238,0.498005861
 70,"early_dry",4.961452e+00,5,0,29.75477,0.120437039,0.139762200,0.020931669,0.575305728
 70,"late_dry",3.430496e-01,5,0,30.68538,0.042052859,0.058887112,0.004660592,0.433139960
 70,"late_wet",4.153687e+01,1,0,37.64361,0.218761278,0.107819424,0.075728563,0.490291690
 70,"wet",6.476833e+01,2,0,36.56548,0.078494886,0.054777498,0.020464836,0.276405428
 71,"dry",7.216785e+00,4,0,26.19666,0.073884272,0.089904654,0.009180568,0.492572633
 71,"early_dry",1.812019e+00,2,0,31.63631,0.109889621,0.078305876,0.026656781,0.375069850
 71,"late_dry",4.808928e-01,0,0,32.04415,0.037431804,0.030636373,0.007320877,0.170156921
 71,"late_wet",2.924400e+01,2,1,37.43818,0.231837186,0.180931302,0.045261493,0.677857714
 71,"wet",1.008284e+02,4,0,32.94904,0.083440999,0.086697311,0.015886746,0.445343344
 72,"dry",1.113213e+01,5,1,25.83530,0.076568394,0.113003937,0.006212722,0.604993855
 72,"early_dry",1.209997e+01,2,0,29.33197,0.115485184,0.083616803,0.027310868,0.394368845
 72,"late_dry",4.268844e-01,4,0,28.85325,0.044041769,0.053610468,0.005347765,0.374447644
 72,"late_wet",3.012278e+01,1,0,37.17341,0.226806353,0.110863083,0.078885636,0.502757885
 72,"wet",1.341680e+01,0,0,36.62420,0.086803899,0.047292377,0.029570178,0.228379817
 73,"dry",7.595821e+00,5,0,26.06888,0.075190374,0.104077916,0.008720546,0.541337075
 73,"early_dry",3.170854e+00,3,0,32.84322,0.106950244,0.092144760,0.021896914,0.441110129
 73,"late_dry",3.548423e-01,2,0,29.09589,0.042457653,0.039515917,0.006812620,0.232809207
 73,"late_wet",4.799291e+01,2,0,38.92772,0.210895788,0.128071065,0.059501954,0.540174992
 73,"wet",1.053271e+02,4,0,34.63244,0.078223172,0.083029721,0.014353097,0.434802037
 74,"dry",5.775447e+00,4,0,24.02180,0.079612137,0.096082680,0.009900231,0.512201620
 74,"early_dry",7.208623e+00,5,0,32.23852,0.110895693,0.130795357,0.019267960,0.553809392
 74,"late_dry",4.239370e-01,3,0,29.43594,0.042560859,0.045257679,0.005826482,0.293185954
 74,"late_wet",4.091414e+01,3,0,37.54961,0.224696178,0.160945809,0.055734221,0.614941081
 74,"wet",3.994899e+01,2,0,36.29034,0.084101795,0.057523636,0.022535380,0.287952560
 75,"dry",1.161540e+01,3,0,25.39129,0.073993625,0.078368730,0.010261422,0.429674222
 75,"early_dry",1.002943e+01,1,1,31.83419,0.107794194,0.092129103,0.021076530,0.443005072
 75,"late_dry",6.723382e-02,5,1,31.67253,0.041528687,0.064158569,0.002946607,0.491712413
 75,"late_wet",5.098035e+01,4,0,37.81311,0.221242446,0.190817310,0.048553378,0.649920842
 75,"wet",4.154556e+01,2,0,35.81839,0.084987444,0.057549468,0.023064799,0.288492178
 76,"dry",8.945321e+00,3,1,24.65504,0.077830005,0.091519846,0.007996396,0.505702059
 76,"early_dry",1.345388e+01,3,0,31.57456,0.108595947,0.093055877,0.022435257,0.444295815
 76,"late_dry",1.316587e-01,3,1,31.54283,0.040499977,0.050392871,0.003780506,0.354377954
 76,"late_wet",4.532452e+01,4,0,39.25388,0.215222255,0.187983847,0.046475169,0.642824255
 76,"wet",8.434864e+01,4,0,34.71875,0.081721131,0.083527340,0.016289863,0.434724945
 77,"dry",5.662690e+00,1,0,25.11577,0.073696386,0.060131917,0.014078152,0.309210216
 77,"early_dry",1.795740e+01,4,0,30.30511,0.113403646,0.114699231,0.020935977,0.519798871
 77,"late_dry",1.740622e-01,4,1,32.41622,0.039946805,0.055733546,0.003099357,0.419243277
 77,"late_wet",2.539351e+01,2,1,38.61988,0.226252211,0.177779742,0.043738345,0.670137931
 77,"wet",1.205628e+02,2,1,35.64052,0.072764293,0.072702022,0.010541823,0.384102594
 78,"dry",1.278841e+00,0,0,25.78784,0.071898286,0.055142330,0.015125628,0.281144070
 78,"early_dry",5.545952e+00,2,1,31.11910,0.112844249,0.105008067,0.018316326,0.498954988
 78,"late_dry",2.138164e-01,3,0,30.55128,0.041027319,0.043812239,0.005581445,0.286107497
 78,"late_wet",4.591728e+01,5,0,36.72474,0.232863272,0.229648044,0.048732897,0.684408301
 78,"wet",8.781241e+00,5,0,32.47735,0.106518610,0.120760583,0.020458971,0.544599173
 79,"dry",7.365748e+00,2,1,25.03494,0.076091369,0.080602484,0.009315991,0.439594139
 79,"early_dry",1.082969e+01,0,0,32.90023,0.100776503,0.056705171,0.031859996,0.276254695
 79,"late_dry",3.335680e-01,1,0,29.10448,0.041861065,0.035061113,0.007843380,0.195089673
 79,"late_wet",5.190746e+01,0,0,37.05944,0.215247091,0.098315033,0.080995557,0.460525643
 79,"wet",4.971339e+01,5,1,33.57154,0.094864166,0.123254398,0.011965270,0.599005880
 80,"dry",6.514704e+00,2,0,24.34063,0.076496189,0.070536679,0.012309540,0.371751244
 80,"early_dry",1.059814e+01,3,1,31.38724,0.112061553,0.117560826,0.015004876,0.557078662
 80,"late_dry",4.245213e-01,2,0,31.22414,0.039540783,0.037036266,0.006290078,0.220444928
 80,"late_wet",4.406608e+01,3,1,39.27900,0.216579259,0.197343163,0.033209007,0.706705614
 80,"wet",5.772216e+01,4,0,36.03284,0.083443302,0.083986369,0.017180434,0.435474842
 81,"dry",1.082828e+01,2,0,24.72284,0.074746348,0.068938734,0.012046244,0.365181055
 81,"early_dry",1.646017e+01,0,1,32.71990,0.101972276,0.086142912,0.021291152,0.420339177
 81,"late_dry",1.358706e-01,1,0,31.62921,0.038503758,0.032478508,0.007157108,0.182398453
 81,"late_wet",2.823762e+01,2,0,37.98442,0.225228970,0.132624841,0.065513911,0.558712183
 81,"wet",6.233432e+01,4,0,33.56105,0.089203478,0.087563419,0.019134711,0.446713983
 82,"dry",1.009766e+01,1,1,25.94734,0.072361882,0.070976078,0.010464536,0.385141791
 82,"early_dry",1.607034e+01,1,0,29.99629,0.110559990,0.067689231,0.031585630,0.322712263
 82,"late_dry",4.302202e-01,5,1,29.33592,0.044843963,0.068286600,0.003332631,0.507392064
 82,"late_wet",5.279314e+01,2,0,38.57376,0.210883936,0.128378936,0.059327692,0.540868312
 82,"wet",9.248129e+01,0,0,36.58333,0.071459785,0.039401819,0.023814392,0.195973768
 83,"dry",1.055551e+01,1,1,25.22491,0.074046035,0.072638471,0.010699318,0.391689641
 83,"early_dry",1.846083e+01,4,0,32.04082,0.107268495,0.109537498,0.019713727,0.505137341
 83,"late_dry",8.125776e-03,3,0,30.29340,0.041399506,0.044143837,0.005646178,0.287716877
 83,"late_wet",4.537906e+01,5,1,37.27358,0.233446406,0.265076420,0.029519421,0.780475886
 83,"wet",1.172050e+02,5,1,34.02844,0.080701565,0.114443993,0.007489662,0.584101578
 84,"dry",5.158645e+00,2,0,26.29394,0.071974123,0.066344792,0.011636871,0.354545563
 84,"early_dry",1.959677e+01,5,0,29.75132,0.116576158,0.136818434,0.019993635,0.568134891
 84,"late_dry",3.435604e-01,4,0,29.66020,0.042864000,0.052291630,0.005200992,0.368541104
 84,"late_wet",2.948382e+01,0,0,38.60180,0.215984614,0.096864411,0.082427071,0.457924183
 84,"wet",8.243507e+01,4,0,35.94638,0.078981185,0.081955121,0.015278548,0.430028820
 85,"dry",1.077584e+01,4,0,24.31676,0.077906673,0.094294938,0.009680343,0.506428506
 85,"early_dry",2.095303e+01,4,1,31.45228,0.110756842,0.132434136,0.012601401,0.611657702
 85,"late_dry",4.261528e-01,3,0,29.04387,0.043131575,0.045851002,0.005901932,0.296129278
 85,"late_wet",4.749069e+01,5,1,37.82622,0.229043002,0.262209056,0.028549317,0.775771171
 85,"wet",1.151066e+02,5,1,37.18271,0.073309595,0.107361204,0.006055207,0.569057833
 86,"dry",2.754854e+00,1,0,25.27467,0.073833297,0.060194715,0.014118494,0.309496137
 86,"early_dry",1.270141e+01,0,0,30.86836,0.106954496,0.059977115,0.033878047,0.290249203
 86,"late_dry",2.422187e-01,1,0,30.29084,0.040221737,0.033647805,0.007554688,0.188030397
 86,"late_wet",5.344292e+01,1,0,39.08688,0.205237411,0.104628596,0.069063080,0.473848285
 86,"wet",9.790177e+01,0,0,33.05940,0.079090642,0.042658734,0.027063996,0.210660717
 87,"dry",4.203110e+00,0,0,26.86160,0.068937476,0.053020494,0.014474554,0.272030837
 87,"early_dry",1.212094e+01,2,1,29.75139,0.116207666,0.108831805,0.018585672,0.510656198
 87,"late_dry",1.067940e-01,4,0,29.06959,0.043752843,0.053272440,0.005315548,0.372929644
 87,"late_wet",3.769714e+01,1,0,36.64574,0.226616094,0.111612221,0.078294296,0.504084099
 87,"wet",2.432413e+01,4,0,33.11959,0.099118003,0.095914027,0.021153984,0.472952053
 88,"dry",8.475427e+00,0,1,26.59645,0.070165513,0.067190190,0.010923315,0.366518019
 88,"early_dry",4.903582e+00,4,1,31.29861,0.115326558,0.136009070,0.013523463,0.620874318
 88,"late_dry",9.853314e-03,3,0,29.66352,0.042279059,0.044974131,0.005786269,0.291785944
 88,"late_wet",3.398379e+01,5,1,36.97043,0.240584553,0.269196985,0.031256117,0.787608299
 88,"wet",2.615285e+01,2,0,35.89833,0.088109791,0.060282156,0.023561168,0.299160011
 89,"dry",1.192396e+01,4,1,26.57746,0.073559360,0.097570601,0.006482111,0.550025014
 89,"early_dry",1.123705e+01,4,0,33.09912,0.105581069,0.108472020,0.019190689,0.502231477
 89,"late_dry",1.486447e-01,2,0,29.03158,0.042573346,0.039629002,0.006828934,0.233384761
 89,"late_wet",3.282820e+01,0,0,36.34312,0.228237638,0.102852809,0.086504320,0.479880533
 89,"wet",3.067310e+01,3,0,34.64012,0.091773303,0.074856251,0.021707311,0.381160959
 90,"dry",7.543411e+00,2,0,24.52503,0.075837244,0.069898512,0.012221425,0.369132502
 90,"early_dry",6.609672e+00,3,1,33.04068,0.107389968,0.113733617,0.014040262,0.545945325
 90,"late_dry",4.805181e-01,3,0,31.30334,0.040006845,0.042967070,0.005386202,0.282077323
 90,"late_wet",3.172544e+01,1,1,36.73013,0.232645670,0.164932226,0.054761732,0.636538671
 90,"wet",5.940157e+01,4,1,36.68664,0.082940600,0.098824106,0.010192899,0.522171696
 91,"dry",6.920150e+00,4,0,24.39706,0.078409051,0.094702958,0.009776810,0.507765801
 91,"early_dry",2.216498e+00,0,1,29.79857,0.115733778,0.096683748,0.024308895,0.456220051
 91,"late_dry",4.901907e-01,4,0,29.92867,0.042465775,0.051872856,0.005143812,0.366680144
 91,"late_wet",4.206862e+01,5,0,39.29828,0.218974138,0.221897808,0.044567914,0.667747350
 91,"wet",1.830947e+01,0,1,37.37833,0.085134557,0.069016735,0.019329807,0.352731672
 92,"dry",1.749683e+00,0,0,25.90420,0.071541336,0.054864131,0.015054936,0.279948212
 92,"early_dry",1.442928e+01,3,0,30.04296,0.113741306,0.097424458,0.023328843,0.459013947
 92,"late_dry",2.848291e-01,3,1,29.20166,0.043799051,0.053964146,0.004204701,0.371690533
 92,"late_wet",4.783192e+01,4,0,37.01761,0.227492599,0.194028426,0.050476165,0.657951530
 92,"wet",3.452947e+01,0,0,32.83079,0.092682222,0.046764489,0.033600963,0.230672726
 93,"dry",1.183133e+01,0,0,25.01105,0.071882365,0.055320694,0.015055468,0.281868628
 93,"early_dry",1.247449e+01,2,1,33.47334,0.103187795,0.098084655,0.016084956,0.476013794
 93,"late_dry",1.151968e-01,1,0,29.09533,0.041897398,0.035093373,0.007849407,0.195252182
 93,"late_wet",4.520529e+01,2,0,38.45704,0.214822418,0.129074094,0.061319517,0.544660411
 93,"wet",7.590696e+01,5,0,34.79577,0.084309440,0.100056843,0.016186881,0.491106091
 94,"dry",2.409632e+00,0,0,25.91475,0.071399656,0.054752860,0.015027019,0.279467804
 94,"early_dry",4.275625e+00,4,1,31.58477,0.114455182,0.135148000,0.013390551,0.618736099
 94,"late_dry",2.569496e-01,5,0,32.07883,0.040228695,0.057117153,0.004319588,0.427106882
 94,"late_wet",4.149133e+01,2,0,38.65705,0.215273720,0.129078491,0.061584517,0.544940589
 94,"wet",5.548009e+01,4,1,36.01625,0.085447080,0.100465036,0.010945449,0.526753262
 95,"dry",2.055833e+00,4,0,24.94428,0.077901817,0.093969003,0.009761343,0.505494258
 95,"early_dry",7.223184e+00,0,1,33.22373,0.102545293,0.086507584,0.021392825,0.421893265
 95,"late_dry",4.206031e-01,2,1,31.61317,0.039808436,0.045109238,0.004474231,0.300711730
 95,"late_wet",4.948592e+01,2,1,36.37815,0.229412060,0.182216060,0.043480661,0.678308351
 95,"wet",7.511315e+01,1,1,32.91383,0.086700553,0.070758173,0.018961918,0.360066921
 96,"dry",1.085148e+01,4,1,24.56149,0.078806472,0.103623111,0.007055424,0.568418151
 96,"early_dry",1.336670e+01,1,1,30.79214,0.110610443,0.094632738,0.021576858,0.451202842
 96,"late_dry",2.140061e-01,1,0,31.84328,0.038231933,0.032320193,0.007086480,0.181666196
 96,"late_wet",4.790786e+01,4,1,36.82764,0.232478389,0.234654241,0.032055889,0.760833858
 96,"wet",1.064886e+02,4,1,37.48688,0.072854457,0.093475180,0.007020290,0.511504180
 97,"dry",6.717914e+00,5,1,26.27692,0.076249370,0.112509069,0.006191255,0.603745907
 97,"early_dry",4.787156e+00,5,1,30.48379,0.119942873,0.158445103,0.012876502,0.670453279
 97,"late_dry",5.444857e-02,4,0,32.45410,0.039186336,0.048951695,0.004528293,0.354300179
 97,"late_wet",2.560557e+01,3,0,36.93133,0.235611957,0.166220893,0.059070465,0.630821450
 97,"wet",8.421707e+01,5,1,33.75252,0.087293591,0.117732461,0.009858753,0.587035872
 98,"dry",4.821194e+00,3,0,24.29002,0.077995184,0.082299806,0.010813189,0.444370854
 98,"early_dry",3.376580e+00,0,0,31.78742,0.106191783,0.059285184,0.033769385,0.287674989
 98,"late_dry",1.472967e-01,4,1,29.21228,0.044421283,0.060762797,0.003672631,0.441435391
 98,"late_wet",3.649377e+01,2,0,36.36355,0.231517124,0.136790448,0.066809122,0.571133838
 98,"wet",5.445026e+01,1,0,32.72505,0.089707064,0.049256913,0.029690698,0.243016233
 99,"dry",1.100211e+01,1,0,25.36666,0.072144973,0.058910300,0.013780063,0.303976861
 99,"early_dry",1.019728e+01,5,0,29.16937,0.121279475,0.141225775,0.020780715,0.578864889
 99,"late_dry",1.897698e-01,5,0,29.19546,0.044199747,0.061316969,0.004965667,0.442029455
 99,"late_wet",2.653531e+01,0,0,36.42001,0.230688961,0.103755766,0.087484274,0.483719438
 99,"wet",9.223035e+01,3,0,35.93923,0.076143757,0.067141462,0.015896959,0.352526433
100,"dry",1.429885e+00,1,0,25.49569,0.073536924,0.059924164,0.014073680,0.308350933
100,"early_dry",8.702006e+00,2,0,31.34136,0.109139339,0.077862003,0.026459702,0.373236780
100,"late_dry",1.361035e-01,3,1,31.77769,0.040191056,0.050101671,0.003731176,0.353023872
100,"late_wet",4.907672e+01,1,1,39.34564,0.209119041,0.154391750,0.046905001,0.605341494
100,"wet",2.087558e+01,2,0,36.44702,0.087827870,0.061126700,0.022959936,0.301864649
