"index","season_weekly","rain_weekly","removal_num_weekly","removal_freq_weekly","temp_weekly","det.Predicted","det.SE","det.lower","det.upper"
 56,"late_dry",2.571645e-01,5,0,31.72773,0.27052524,0.10631736,0.12935236,0.47145386
 56,"late_wet",3.815774e+01,2,0,39.32795,0.10154507,0.04490832,0.04305145,0.22224196
 56,"wet",1.222846e+02,4,1,36.96767,0.11688325,0.07194452,0.04147300,0.31675494
 57,"dry",8.464660e+00,3,0,24.38793,0.10244172,0.05739751,0.03349391,0.27592595
 57,"early_dry",2.006023e+01,0,0,31.33655,0.13621319,0.04307776,0.07161486,0.24431347
 57,"late_dry",2.595035e-01,0,0,29.45014,0.27000895,0.07185301,0.15570371,0.42563871
 57,"late_wet",5.363080e+01,1,0,38.26538,0.10419632,0.04155879,0.04679546,0.21617419
 57,"wet",8.461065e+01,1,0,36.57270,0.10924550,0.03979040,0.05423245,0.20788558
 58,"dry",6.956806e+00,1,1,26.19329,0.09107060,0.05320384,0.02916728,0.26503414
 58,"early_dry",2.557245e+00,5,1,29.50275,0.16123260,0.09269448,0.05972187,0.40119464
 58,"late_dry",4.663951e-01,1,0,30.32223,0.26561404,0.07031525,0.15202227,0.42181714
 58,"late_wet",2.862648e+01,4,0,37.42837,0.11429099,0.05865437,0.04426567,0.27541365
 58,"wet",1.522647e+01,4,0,36.24809,0.11621413,0.05857034,0.04768863,0.26593792
 59,"dry",6.734256e+00,1,1,26.60221,0.08953169,0.05271443,0.02851618,0.26210181
 59,"early_dry",1.172219e+01,3,0,30.67973,0.14783036,0.05856901,0.06884586,0.29488250
 59,"late_dry",1.926979e-02,5,0,30.57012,0.28097512,0.10706576,0.13622887,0.48467114
 59,"late_wet",2.726751e+01,1,0,37.10821,0.10849199,0.04287215,0.04880691,0.22405509
 59,"wet",5.664133e+01,5,0,33.25692,0.13492277,0.06765919,0.05736012,0.30340263
 60,"dry",1.254381e+00,4,1,25.10033,0.10156806,0.06743757,0.02875819,0.31962970
 60,"early_dry",8.594931e+00,1,0,29.50842,0.14898526,0.04931772,0.07636116,0.27062122
 60,"late_dry",1.069655e-01,3,1,32.03331,0.25865490,0.10613592,0.11828614,0.49017066
 60,"late_wet",5.182622e+01,2,0,38.82311,0.10400273,0.04525984,0.04436801,0.22613314
 60,"wet",5.853688e+01,0,0,33.10464,0.12261465,0.03968179,0.06409188,0.22189848
 61,"dry",1.604581e+00,4,0,25.93886,0.09820721,0.06026527,0.03014190,0.28133383
 61,"early_dry",1.875504e+01,2,1,30.97688,0.14346084,0.06551091,0.06178510,0.32608841
 61,"late_dry",2.697351e-01,1,1,32.24586,0.24836181,0.08995891,0.12444717,0.45191174
 61,"late_wet",3.780784e+01,3,0,36.50679,0.11623841,0.05348402,0.04756898,0.26306298
 61,"wet",6.830648e+01,5,0,37.39493,0.11632000,0.06787243,0.04498621,0.28014287
 62,"dry",1.139079e+01,1,1,24.29362,0.09893940,0.05676403,0.03213758,0.28183670
 62,"early_dry",1.795208e+01,1,0,30.21042,0.14509662,0.04737121,0.07473681,0.26314552
 62,"late_dry",1.240784e-01,3,1,32.08450,0.25821162,0.10616911,0.11795271,0.48969221
 62,"late_wet",2.627823e+01,0,1,36.67093,0.10854364,0.05261093,0.04416184,0.27035758
 62,"wet",6.135123e+01,4,0,34.67637,0.12484687,0.05750290,0.05463045,0.27280364
 63,"dry",9.614069e+00,1,0,25.12775,0.09533839,0.04894409,0.03354716,0.24248180
 63,"early_dry",3.808223e+00,2,0,31.73967,0.13863186,0.05057199,0.06754171,0.26489344
 63,"late_dry",3.021037e-01,0,0,31.31775,0.25257923,0.06585613,0.14573688,0.40099950
 63,"late_wet",4.453657e+01,5,0,39.02907,0.11082354,0.06570666,0.04004624,0.28452172
 63,"wet",8.197787e+01,4,1,34.81712,0.12490877,0.06932479,0.04797925,0.32320918
 64,"dry",3.306995e+00,2,1,24.81160,0.09840570,0.05820490,0.03092294,0.28690717
 64,"early_dry",1.602789e+01,1,1,30.31790,0.14441365,0.06139533,0.06575234,0.31615217
 64,"late_dry",2.531854e-01,0,0,32.33612,0.24364124,0.06532034,0.13922518,0.39092043
 64,"late_wet",3.914058e+01,2,1,37.05720,0.11130732,0.05745147,0.04250891,0.28805866
 64,"wet",2.457588e+01,1,0,33.30934,0.12261183,0.04185323,0.06210245,0.22820759
 65,"dry",8.292903e+00,0,0,26.37024,0.08869235,0.04583600,0.03108889,0.22794033
 65,"early_dry",6.228893e+00,0,0,30.21838,0.14207112,0.04511740,0.07456790,0.25422748
 65,"late_dry",2.989102e-01,4,1,30.73568,0.27481051,0.11687272,0.12243326,0.52131372
 65,"late_wet",4.364592e+01,1,0,37.24206,0.10838808,0.04269561,0.04883722,0.22360490
 65,"wet",1.157913e+02,0,0,35.42747,0.11318043,0.03774580,0.05822448,0.20852677
 66,"dry",8.331810e+00,4,0,25.31397,0.10087189,0.06119769,0.03119695,0.28678787
 66,"early_dry",2.938487e+00,0,1,31.13900,0.13666548,0.05758544,0.06307937,0.29952721
 66,"late_dry",7.567997e-02,0,0,30.95736,0.25582467,0.06648959,0.14787169,0.40511071
 66,"late_wet",3.317186e+01,1,0,38.65122,0.10193323,0.04099384,0.04564991,0.21230482
 66,"wet",7.558562e+01,5,0,33.84175,0.13254491,0.06670401,0.05632374,0.29873144
 67,"dry",5.462317e+00,3,0,26.35704,0.09440386,0.05419659,0.03041741,0.25896904
 67,"early_dry",2.060414e+01,4,0,32.20633,0.14302716,0.06593788,0.06230994,0.30408071
 67,"late_dry",7.649710e-02,3,0,30.07106,0.27641702,0.08655687,0.14575965,0.46152817
 67,"late_wet",2.974639e+01,0,0,36.67282,0.10861821,0.04204878,0.04968327,0.22125181
 67,"wet",7.307203e+01,5,0,33.63641,0.13350594,0.06693244,0.05684404,0.30032071
 68,"dry",1.009158e+01,0,0,26.36374,0.08876725,0.04587145,0.03111845,0.22809403
 68,"early_dry",4.625870e+00,1,1,29.52450,0.14875960,0.06348817,0.06755292,0.32454369
 68,"late_dry",2.164486e-01,5,1,30.11163,0.28532236,0.12899864,0.12269728,0.54231024
 68,"late_wet",2.844762e+01,3,0,36.08452,0.11800528,0.05451609,0.04817209,0.26707417
 68,"wet",2.182620e+01,0,0,35.96387,0.10757716,0.03732234,0.05390423,0.20353262
 69,"dry",7.146960e+00,5,1,26.31168,0.09949156,0.07273012,0.02613669,0.32995070
 69,"early_dry",1.468085e+01,0,1,30.51433,0.14069394,0.05869801,0.06535472,0.30576059
 69,"late_dry",3.585804e-01,0,0,28.90389,0.27536059,0.07486529,0.15804767,0.43432123
 69,"late_wet",4.031933e+01,0,1,37.38714,0.10566060,0.05116627,0.04300083,0.26440208
 69,"wet",9.845992e+01,2,0,33.90270,0.12445320,0.04452718,0.06123258,0.23867450
 70,"dry",1.089997e+01,3,1,25.28891,0.09875201,0.06165066,0.02946815,0.29906527
 70,"early_dry",4.961452e+00,5,0,29.75477,0.15974615,0.07828955,0.06777925,0.34406157
 70,"late_dry",3.430496e-01,5,0,30.68538,0.27993032,0.10689065,0.13560243,0.48323948
 70,"late_wet",4.153687e+01,1,0,37.64361,0.10651354,0.04206353,0.04797390,0.22009735
 70,"wet",6.476833e+01,2,0,36.56548,0.11099447,0.04428292,0.05213582,0.22198664
 71,"dry",7.216785e+00,4,0,26.19666,0.09737377,0.06002432,0.02980095,0.27967885
 71,"early_dry",1.812019e+00,2,0,31.63631,0.13911242,0.05064146,0.06780015,0.26565134
 71,"late_dry",4.808928e-01,0,0,32.04415,0.24617527,0.06529682,0.14115989,0.39359231
 71,"late_wet",2.924400e+01,2,1,37.43818,0.10926091,0.05684005,0.04154335,0.28430207
 71,"wet",1.008284e+02,4,0,32.94904,0.13499267,0.05936037,0.06049665,0.28847461
 72,"dry",1.113213e+01,5,1,25.83530,0.10143170,0.07327012,0.02693166,0.33378706
 72,"early_dry",1.209997e+01,2,0,29.33197,0.15296746,0.05486474,0.07483984,0.28906081
 72,"late_dry",4.268844e-01,4,0,28.85325,0.29276065,0.10140659,0.14751305,0.49713424
 72,"late_wet",3.012278e+01,1,0,37.17341,0.10828013,0.04275082,0.04873646,0.22356678
 72,"wet",1.341680e+01,0,0,36.62420,0.10448621,0.03771729,0.05140382,0.20129404
 73,"dry",7.595821e+00,5,0,26.06888,0.10040732,0.06701880,0.02921116,0.30042327
 73,"early_dry",3.170854e+00,3,0,32.84322,0.13585861,0.05759010,0.06158398,0.27805725
 73,"late_dry",3.548423e-01,2,0,29.09589,0.28149245,0.08144525,0.15450118,0.45694718
 73,"late_wet",4.799291e+01,2,0,38.92772,0.10345477,0.04515001,0.04409155,0.22520100
 73,"wet",1.053271e+02,4,0,34.63244,0.12659335,0.05783073,0.05569695,0.27533422
 74,"dry",5.775447e+00,4,0,24.02180,0.10628653,0.06375412,0.03310998,0.29896288
 74,"early_dry",7.208623e+00,5,0,32.23852,0.14579729,0.07553194,0.06029691,0.32166176
 74,"late_dry",4.239370e-01,3,0,29.43594,0.28251937,0.08870834,0.14882458,0.47085125
 74,"late_wet",4.091414e+01,3,0,37.54961,0.11150283,0.05170578,0.04553443,0.25370731
 74,"wet",3.994899e+01,2,0,36.29034,0.11133600,0.04424932,0.05206226,0.22332056
 75,"dry",1.161540e+01,3,0,25.39129,0.09833721,0.05552535,0.03200214,0.26688430
 75,"early_dry",1.002943e+01,1,1,31.83419,0.13565353,0.05950465,0.06090256,0.30244095
 75,"late_dry",6.723382e-02,5,1,31.67253,0.27104705,0.12779844,0.11371566,0.52352405
 75,"late_wet",5.098035e+01,4,0,37.81311,0.11328106,0.05834656,0.04382436,0.27346561
 75,"wet",4.154556e+01,2,0,35.81839,0.11344270,0.04400584,0.05364485,0.22537734
 76,"dry",8.945321e+00,3,1,24.65504,0.10133033,0.06277302,0.03041500,0.30470153
 76,"early_dry",1.345388e+01,3,0,31.57456,0.14288628,0.05764856,0.06612227,0.28712154
 76,"late_dry",1.316587e-01,3,1,31.54283,0.26296751,0.10600750,0.12141563,0.49506486
 76,"late_wet",4.532452e+01,4,0,39.25388,0.10709120,0.05754825,0.04059405,0.26331784
 76,"wet",8.434864e+01,4,0,34.71875,0.12543407,0.05746814,0.05514613,0.27319499
 77,"dry",5.662690e+00,1,0,25.11577,0.09527696,0.04892656,0.03352185,0.24236180
 77,"early_dry",1.795740e+01,4,0,30.30511,0.15348662,0.06747711,0.06817946,0.32016388
 77,"late_dry",1.740622e-01,4,1,32.41622,0.25989243,0.11701463,0.11196824,0.50371417
 77,"late_wet",2.539351e+01,2,1,38.61988,0.10403464,0.05564426,0.03892194,0.27530526
 77,"wet",1.205628e+02,2,1,35.64052,0.11701097,0.05683578,0.04912168,0.28078010
 78,"dry",1.278841e+00,0,0,25.78784,0.09073108,0.04662009,0.03192642,0.23196490
 78,"early_dry",5.545952e+00,2,1,31.11910,0.14213825,0.06536203,0.06094742,0.32425757
 78,"late_dry",2.138164e-01,3,0,30.55128,0.27192914,0.08541544,0.14322470,0.45511696
 78,"late_wet",4.591728e+01,5,0,36.72474,0.12094061,0.06784509,0.04494467,0.30253135
 78,"wet",8.781241e+00,5,0,32.47735,0.13759366,0.07059242,0.05729384,0.31295724
 79,"dry",7.365748e+00,2,1,25.03494,0.09758796,0.05780611,0.03062971,0.28508262
 79,"early_dry",1.082969e+01,0,0,32.90023,0.12763296,0.04234846,0.06621809,0.23285516
 79,"late_dry",3.335680e-01,1,0,29.10448,0.27728105,0.07518273,0.15781841,0.43972736
 79,"late_wet",5.190746e+01,0,0,37.05944,0.10750282,0.04135793,0.04927192,0.21883473
 79,"wet",4.971339e+01,5,1,33.57154,0.13307771,0.07898655,0.04941385,0.35146257
 80,"dry",6.514704e+00,2,0,24.34063,0.10048659,0.05328713,0.03435089,0.26027886
 80,"early_dry",1.059814e+01,3,1,31.38724,0.14382850,0.07204180,0.05800448,0.34275070
 80,"late_dry",4.245213e-01,2,0,31.22414,0.26145208,0.07540453,0.14355362,0.42779859
 80,"late_wet",4.406608e+01,3,1,39.27900,0.10434895,0.06119355,0.03636083,0.29106150
 80,"wet",5.772216e+01,4,0,36.03284,0.11852277,0.05775176,0.05019692,0.26542374
 81,"dry",1.082828e+01,2,0,24.72284,0.09896953,0.05247859,0.03382662,0.25681315
 81,"early_dry",1.646017e+01,0,1,32.71990,0.12878981,0.05657951,0.05836005,0.28841628
 81,"late_dry",1.358706e-01,1,0,31.62921,0.25368995,0.06821564,0.14440319,0.40632422
 81,"late_wet",2.823762e+01,2,0,37.98442,0.10679277,0.04560311,0.04581901,0.23070186
 81,"wet",6.233432e+01,4,0,33.56105,0.13042792,0.05842636,0.05797342,0.28111055
 82,"dry",1.009766e+01,1,1,25.94734,0.09210282,0.05357907,0.02958982,0.26707718
 82,"early_dry",1.607034e+01,1,0,29.99629,0.14630126,0.04788094,0.07528570,0.26534577
 82,"late_dry",4.302202e-01,5,1,29.33592,0.29277058,0.13107092,0.12641062,0.55373038
 82,"late_wet",5.279314e+01,2,0,38.57376,0.10506134,0.04539393,0.04492947,0.22783397
 82,"wet",9.248129e+01,0,0,36.58333,0.10728937,0.03750609,0.05435762,0.20105624
 83,"dry",1.055551e+01,1,1,25.22491,0.09498784,0.05476183,0.03072216,0.27303642
 83,"early_dry",1.846083e+01,4,0,32.04082,0.14381039,0.06591144,0.06280579,0.30510849
 83,"late_dry",8.125776e-03,3,0,30.29340,0.27431993,0.08597665,0.14460475,0.45848355
 83,"late_wet",4.537906e+01,5,1,37.27358,0.11839833,0.07733124,0.03839181,0.34666108
 83,"wet",1.172050e+02,5,1,34.02844,0.13311411,0.07878313,0.04948534,0.35132202
 84,"dry",5.158645e+00,2,0,26.29394,0.09252746,0.04991650,0.03132252,0.24340067
 84,"early_dry",1.959677e+01,5,0,29.75132,0.16034562,0.07816308,0.06822874,0.34473208
 84,"late_dry",3.435604e-01,4,0,29.66020,0.28488260,0.09809131,0.14399509,0.48445100
 84,"late_wet",2.948382e+01,0,0,38.60180,0.10003702,0.03894957,0.04564569,0.20553635
 84,"wet",8.243507e+01,4,0,35.94638,0.11974598,0.05776512,0.05120938,0.26639404
 85,"dry",1.077584e+01,4,0,24.31676,0.10512998,0.06309917,0.03273321,0.29622008
 85,"early_dry",2.095303e+01,4,1,31.45228,0.14710651,0.08033902,0.05614341,0.36398774
 85,"late_dry",4.261528e-01,3,0,29.04387,0.28634720,0.09040124,0.15052620,0.47702681
 85,"late_wet",4.749069e+01,5,1,37.82622,0.11599532,0.07679266,0.03726657,0.34223524
 85,"wet",1.151066e+02,5,1,37.18271,0.11884797,0.08071357,0.03956583,0.33477428
 86,"dry",2.754854e+00,1,0,25.27467,0.09454635,0.04859955,0.03324257,0.24081893
 86,"early_dry",1.270141e+01,0,0,30.86836,0.13854720,0.04370110,0.07286979,0.24804339
 86,"late_dry",2.422187e-01,1,0,30.29084,0.26589380,0.07040539,0.15217859,0.42221959
 86,"late_wet",5.344292e+01,1,0,39.08688,0.10079881,0.04109695,0.04497926,0.21076919
 86,"wet",9.790177e+01,0,0,33.05940,0.12421938,0.03976431,0.06517736,0.22390911
 87,"dry",4.203110e+00,0,0,26.86160,0.08676547,0.04518952,0.03026182,0.22433862
 87,"early_dry",1.212094e+01,2,1,29.75139,0.15040306,0.06775191,0.06512714,0.33829828
 87,"late_dry",1.067940e-01,4,0,29.06959,0.29060653,0.10041053,0.14661463,0.49357734
 87,"late_wet",3.769714e+01,1,0,36.64574,0.11098065,0.04382930,0.04992702,0.22880600
 87,"wet",2.432413e+01,4,0,33.11959,0.13149496,0.06004043,0.05762039,0.28594261
 88,"dry",8.475427e+00,0,1,26.59645,0.08787559,0.05153656,0.02804648,0.25771056
 88,"early_dry",4.903582e+00,4,1,31.29861,0.14731874,0.08042925,0.05615620,0.36454509
 88,"late_dry",9.853314e-03,3,0,29.66352,0.28029712,0.08785662,0.14775530,0.46738502
 88,"late_wet",3.398379e+01,5,1,36.97043,0.11943667,0.07771364,0.03881631,0.34877748
 88,"wet",2.615285e+01,2,0,35.89833,0.11259316,0.04432273,0.05271093,0.22559990
 89,"dry",1.192396e+01,4,1,26.57746,0.09609834,0.06570525,0.02656171,0.30858810
 89,"early_dry",1.123705e+01,4,0,33.09912,0.13812956,0.06618556,0.05906310,0.29808978
 89,"late_dry",1.486447e-01,2,0,29.03158,0.28211132,0.08176024,0.15476112,0.45796753
 89,"late_wet",3.282820e+01,0,0,36.34312,0.11029674,0.04290441,0.05037396,0.22467194
 89,"wet",3.067310e+01,3,0,34.64012,0.12115101,0.05054194,0.05507788,0.25214734
 90,"dry",7.543411e+00,2,0,24.52503,0.09971956,0.05287399,0.03408843,0.25851492
 90,"early_dry",6.609672e+00,3,1,33.04068,0.13504090,0.07200047,0.05241423,0.33124623
 90,"late_dry",4.805181e-01,3,0,31.30334,0.26508227,0.08446178,0.13888163,0.44615487
 90,"late_wet",3.172544e+01,1,1,36.73013,0.11041780,0.05416572,0.04420151,0.27692393
 90,"wet",5.940157e+01,4,1,36.68664,0.11581905,0.07019793,0.04135582,0.31351191
 91,"dry",6.920150e+00,4,0,24.39706,0.10467339,0.06289698,0.03257284,0.29518991
 91,"early_dry",2.216498e+00,0,1,29.79857,0.14446741,0.06061732,0.06694995,0.31295918
 91,"late_dry",4.901907e-01,4,0,29.92867,0.28232574,0.09724421,0.14270221,0.48055694
 91,"late_wet",4.206862e+01,5,0,39.29828,0.10967254,0.06564991,0.03940793,0.28278764
 91,"wet",1.830947e+01,0,1,37.37833,0.10159515,0.04977833,0.04244726,0.24920110
 92,"dry",1.749683e+00,0,0,25.90420,0.09029018,0.04643448,0.03174934,0.23107368
 92,"early_dry",1.442928e+01,3,0,30.04296,0.15168187,0.05975103,0.07075831,0.30152255
 92,"late_dry",2.848291e-01,3,1,29.20166,0.28483782,0.11071618,0.13387425,0.52601527
 92,"late_wet",4.783192e+01,4,0,37.01761,0.11676977,0.05933753,0.04543058,0.27998724
 92,"wet",3.452947e+01,0,0,32.83079,0.12329399,0.04094451,0.06383414,0.22499917
 93,"dry",1.183133e+01,0,0,25.01105,0.09415616,0.04821816,0.03325094,0.23913124
 93,"early_dry",1.247449e+01,2,1,33.47334,0.13018462,0.06525215,0.05341620,0.30856146
 93,"late_dry",1.151968e-01,1,0,29.09533,0.27735702,0.07523246,0.15784751,0.43985709
 93,"late_wet",4.520529e+01,2,0,38.45704,0.10530712,0.04533421,0.04509577,0.22809423
 93,"wet",7.590696e+01,5,0,34.79577,0.12787427,0.06621769,0.05345477,0.29198319
 94,"dry",2.409632e+00,0,0,25.91475,0.09026753,0.04642475,0.03174086,0.23102412
 94,"early_dry",4.275625e+00,4,1,31.58477,0.14572354,0.08026856,0.05522331,0.36219034
 94,"late_dry",2.569496e-01,5,0,32.07883,0.26745529,0.10649902,0.12708957,0.46804213
 94,"late_wet",4.149133e+01,2,0,38.65705,0.10435728,0.04516729,0.04460084,0.22652856
 94,"wet",5.548009e+01,4,1,36.01625,0.11854575,0.06971603,0.04335779,0.31625795
 95,"dry",2.055833e+00,4,0,24.94428,0.10221546,0.06177750,0.03169218,0.28972301
 95,"early_dry",7.223184e+00,0,1,33.22373,0.12592546,0.05656069,0.05637913,0.28516180
 95,"late_dry",4.206031e-01,2,1,31.61317,0.25802261,0.09688234,0.12518413,0.47511663
 95,"late_wet",4.948592e+01,2,1,36.37815,0.11484879,0.05883371,0.04397667,0.29524978
 95,"wet",7.511315e+01,1,1,32.91383,0.12641434,0.05357120,0.05829165,0.28202788
 96,"dry",1.085148e+01,4,1,24.56149,0.10409714,0.06848636,0.02968499,0.32515973
 96,"early_dry",1.336670e+01,1,1,30.79214,0.14155321,0.06055277,0.06428304,0.31135011
 96,"late_dry",2.140061e-01,1,0,31.84328,0.25180899,0.06816529,0.14304731,0.40417060
 96,"late_wet",4.790786e+01,4,1,36.82764,0.11768206,0.07003948,0.04035894,0.33095647
 96,"wet",1.064886e+02,4,1,37.48688,0.11422466,0.07191800,0.03985389,0.31325424
 97,"dry",6.717914e+00,5,1,26.27692,0.09961082,0.07275785,0.02618696,0.33017929
 97,"early_dry",4.787156e+00,5,1,30.48379,0.15541655,0.09077716,0.05710615,0.39047107
 97,"late_dry",5.444857e-02,4,0,32.45410,0.25951487,0.09537170,0.12768693,0.45185658
 97,"late_wet",2.560557e+01,3,0,36.93133,0.11385123,0.05265293,0.04649703,0.25849817
 97,"wet",8.421707e+01,5,1,33.75252,0.13332381,0.07843585,0.04997733,0.35057368
 98,"dry",4.821194e+00,3,0,24.29002,0.10276517,0.05759670,0.03359745,0.27670412
 98,"early_dry",3.376580e+00,0,0,31.78742,0.13309882,0.04255689,0.06966021,0.24002721
 98,"late_dry",1.472967e-01,4,1,29.21228,0.28925766,0.12063253,0.13003212,0.54282697
 98,"late_wet",3.649377e+01,2,0,36.36355,0.11448679,0.04836042,0.04926054,0.24543842
 98,"wet",5.445026e+01,1,0,32.72505,0.12671131,0.04247871,0.06490796,0.23288107
 99,"dry",1.100211e+01,1,0,25.36666,0.09440432,0.04851968,0.03319281,0.24049282
 99,"early_dry",1.019728e+01,5,0,29.16937,0.16359080,0.07984719,0.06945411,0.35129861
 99,"late_dry",1.897698e-01,5,0,29.19546,0.29407846,0.11094685,0.14299080,0.50439261
 99,"late_wet",2.653531e+01,0,0,36.42001,0.10973021,0.04270284,0.05009688,0.22366604
 99,"wet",9.223035e+01,3,0,35.93923,0.11726150,0.05035933,0.05299594,0.24550363
100,"dry",1.429885e+00,1,0,25.49569,0.09361814,0.04819505,0.03288332,0.23887817
100,"early_dry",8.702006e+00,2,0,31.34136,0.14099585,0.05083398,0.06898874,0.26821994
100,"late_dry",1.361035e-01,3,1,31.77769,0.26089166,0.10602585,0.11993535,0.49265553
100,"late_wet",4.907672e+01,1,1,39.34564,0.09965488,0.05148807,0.03890369,0.25813370
100,"wet",2.087558e+01,2,0,36.44702,0.11005683,0.04469700,0.05071109,0.22351679
