"index","season_weekly","removal_num_weekly","removal_freq_weekly","temp_weekly","det.Predicted","det.SE","det.lower","det.upper"
 65,"dry",4,0,24.24423,0.24152274,0.18689478,0.05478255,0.60390356
 65,"early_dry",2,1,28.99554,0.25011241,0.14374747,0.07893520,0.59126486
 65,"late_dry",3,0,31.42434,0.37536429,0.18487408,0.12938575,0.68065503
 65,"late_wet",2,0,36.80721,0.22458813,0.11179795,0.08196690,0.48024154
 65,"wet",3,0,32.60608,0.18521289,0.11715935,0.05823158,0.45923206
 66,"dry",2,0,26.07744,0.18071742,0.09504817,0.06416242,0.41427675
 66,"early_dry",3,0,28.75680,0.30797098,0.15973364,0.10961080,0.60364186
 66,"late_dry",3,1,29.07192,0.36994833,0.20439530,0.10258325,0.75793013
 66,"late_wet",4,0,37.02617,0.27187291,0.20463517,0.06211745,0.63485878
 66,"wet",1,0,36.83494,0.12142114,0.04792730,0.05732131,0.23865597
 67,"dry",4,0,25.60941,0.22859834,0.18187374,0.05105779,0.58417953
 67,"early_dry",4,1,31.95146,0.26521878,0.19498748,0.05232571,0.69208163
 67,"late_dry",2,1,31.12447,0.31587503,0.16831355,0.09992394,0.67529520
 67,"late_wet",1,0,36.55906,0.20529526,0.08059901,0.09094078,0.39961547
 67,"wet",1,0,37.11456,0.11981461,0.04807145,0.05604436,0.23739448
 68,"dry",4,1,24.41197,0.21094763,0.15940977,0.04250223,0.60631249
 68,"early_dry",1,0,29.86464,0.24491660,0.07195522,0.13377656,0.40534705
 68,"late_dry",2,0,32.28874,0.33566363,0.13958717,0.13886956,0.60179161
 68,"late_wet",0,1,37.98665,0.15479435,0.10028977,0.04825044,0.45963306
 68,"wet",4,0,33.16968,0.20202306,0.16233963,0.04938806,0.53948851
 69,"dry",4,0,26.83046,0.21764414,0.17806453,0.04742784,0.56860456
 69,"early_dry",2,0,29.15422,0.27691623,0.11089949,0.12331556,0.50923300
 69,"late_dry",0,1,29.15433,0.29181913,0.15504918,0.10658332,0.63243400
 69,"late_wet",2,0,36.52341,0.22733417,0.11243088,0.08323020,0.48420320
 69,"wet",1,1,34.88593,0.11723047,0.07111086,0.03972875,0.34559505
 70,"dry",2,1,25.64126,0.16205154,0.09624232,0.04944636,0.43171154
 70,"early_dry",1,0,33.40511,0.20996522,0.07073539,0.10863226,0.36581237
 70,"late_dry",3,1,32.41964,0.32644030,0.19232261,0.08547821,0.72013205
 70,"late_wet",2,1,36.62485,0.20067161,0.13109649,0.05355450,0.55086122
 70,"wet",4,0,34.81180,0.18867962,0.15737456,0.04458981,0.52046098
 71,"dry",4,0,26.29456,0.22238150,0.17966249,0.04904962,0.57519913
 71,"early_dry",3,0,30.50281,0.28786235,0.15547446,0.10125501,0.57716674
 71,"late_dry",5,1,28.92598,0.43064169,0.28168414,0.07915304,0.84960449
 71,"late_wet",2,0,37.16139,0.22120560,0.11108430,0.08035575,0.47550937
 71,"wet",0,0,36.00915,0.11294314,0.03512481,0.06071581,0.20054921
 72,"dry",3,0,26.46912,0.19809465,0.13237574,0.05547026,0.49556753
 72,"early_dry",1,0,30.45787,0.23871452,0.07078133,0.13025815,0.39633207
 72,"late_dry",0,0,31.50609,0.29184820,0.08550308,0.15520528,0.48051357
 72,"late_wet",2,1,36.64107,0.20051711,0.13101291,0.05350369,0.55062139
 72,"wet",4,1,32.80599,0.17927195,0.14726657,0.03237539,0.57889683
 73,"dry",4,1,26.55315,0.19146521,0.14835985,0.03800436,0.57459933
 73,"early_dry",5,0,31.73229,0.32956675,0.26143937,0.07265136,0.68154105
 73,"late_dry",0,0,30.50418,0.30392696,0.08665253,0.16369498,0.49345524
 73,"late_wet",5,0,37.38356,0.29527344,0.25795799,0.05347292,0.68127308
 73,"wet",2,0,36.17502,0.14073974,0.07358625,0.05371926,0.32222999
 74,"dry",0,0,26.32937,0.14444433,0.05552340,0.06562485,0.28884723
 74,"early_dry",4,1,33.11522,0.25276623,0.19020674,0.04874003,0.67902432
 74,"late_dry",0,0,30.91921,0.29888063,0.08602038,0.16027527,0.48780435
 74,"late_wet",2,0,38.08042,0.21265887,0.10959989,0.07602647,0.46431268
 74,"wet",4,0,34.47346,0.19134684,0.15831577,0.04562692,0.52406994
 75,"dry",2,0,25.86683,0.18242748,0.09552117,0.06490465,0.41717707
 75,"early_dry",4,0,29.50156,0.32711274,0.21098807,0.09312342,0.65882664
 75,"late_dry",4,0,32.05038,0.39659144,0.23359258,0.10915402,0.72580983
 75,"late_wet",3,0,38.32200,0.23356187,0.15155224,0.06558401,0.54890929
 75,"wet",3,1,34.80436,0.14590219,0.10655586,0.03333258,0.46445780
 76,"dry",1,1,25.83446,0.14516522,0.08228507,0.04958555,0.38355958
 76,"early_dry",3,0,31.21291,0.28000002,0.15428683,0.09731432,0.56801408
 76,"late_dry",4,0,30.87634,0.41206519,0.23344595,0.11734459,0.73687899
 76,"late_wet",5,1,38.78381,0.24681357,0.22701805,0.03251817,0.72709823
 76,"wet",2,0,36.13595,0.14099091,0.07360639,0.05387760,0.32251941
 77,"dry",2,0,24.80301,0.19132614,0.09838504,0.06844357,0.43320583
 77,"early_dry",2,0,32.10156,0.24530314,0.10631114,0.10591275,0.46759594
 77,"late_dry",5,0,31.55194,0.43248741,0.28095651,0.09948191,0.76397155
 77,"late_wet",4,0,37.27784,0.26925699,0.20394343,0.06116567,0.63201809
 77,"wet",3,0,34.84734,0.16783904,0.11173844,0.05114316,0.43094365
 78,"dry",3,0,24.10638,0.21902332,0.13965956,0.06272908,0.53124490
 78,"early_dry",3,0,30.43428,0.28863095,0.15560467,0.10162013,0.57810003
 78,"late_dry",2,0,31.12935,0.35025607,0.13938639,0.14871393,0.61503656
 78,"late_wet",1,0,39.21702,0.18211440,0.07762388,0.07737632,0.37017000
 78,"wet",0,0,37.52010,0.10473451,0.03592739,0.05370844,0.19459791
 79,"dry",2,0,25.23131,0.18769090,0.09713386,0.06706337,0.42647446
 79,"early_dry",5,0,28.86802,0.36384226,0.26746612,0.08491828,0.71118460
 79,"late_dry",0,0,29.97769,0.31041336,0.08778792,0.16780904,0.50121533
 79,"late_wet",1,1,36.08809,0.18722493,0.11692096,0.05772199,0.50846851
 79,"wet",1,1,36.74486,0.10608974,0.06617176,0.03415458,0.32779876
 80,"dry",0,0,25.04543,0.15384174,0.05876764,0.06997199,0.30552121
 80,"early_dry",3,0,31.66174,0.27512739,0.15367951,0.09469081,0.56271197
 80,"late_dry",3,0,30.27721,0.39042174,0.18528189,0.13786569,0.69410386
 80,"late_wet",5,0,38.07646,0.28793110,0.25592884,0.05103684,0.67502442
 80,"wet",4,0,36.65538,0.17487930,0.15288175,0.03871207,0.50340014
 81,"dry",1,0,25.15188,0.16954900,0.07040546,0.07243737,0.34955529
 81,"early_dry",5,0,28.39530,0.36973290,0.26861562,0.08652244,0.71716112
 81,"late_dry",4,0,29.57570,0.42956735,0.23377842,0.12575364,0.75100662
 81,"late_wet",3,1,37.57797,0.21196531,0.15248285,0.04616195,0.60564533
 81,"wet",1,1,36.31940,0.10854033,0.06714848,0.03544967,0.33140285
 82,"dry",4,0,24.51604,0.23889244,0.18582618,0.05407384,0.59978481
 82,"early_dry",1,0,29.46985,0.24912027,0.07299303,0.13591502,0.41190873
 82,"late_dry",0,0,31.97676,0.28629753,0.08538715,0.15097018,0.47524932
 82,"late_wet",4,0,37.21334,0.26992511,0.20411873,0.06141065,0.63273877
 82,"wet",4,0,33.04086,0.20311249,0.16277403,0.04973533,0.54114578
 83,"dry",2,0,24.94217,0.19013724,0.09796358,0.06800208,0.43097760
 83,"early_dry",4,1,31.88965,0.26589384,0.19525461,0.05251645,0.69280038
 83,"late_dry",2,1,31.06920,0.31657290,0.16852809,0.10024707,0.67597290
 83,"late_wet",2,0,38.98112,0.20460434,0.10860318,0.07163987,0.45480600
 83,"wet",1,0,36.70974,0.12214860,0.04787204,0.05789349,0.23925893
 84,"dry",4,0,25.21311,0.23227652,0.18324407,0.05217997,0.58965582
 84,"early_dry",1,0,32.85637,0.21505688,0.07014509,0.11301207,0.36984834
 84,"late_dry",1,0,31.62000,0.31641554,0.10309733,0.15745205,0.53245844
 84,"late_wet",4,0,36.27894,0.27977835,0.20681520,0.06486901,0.64374533
 84,"wet",4,0,36.58291,0.17539868,0.15304010,0.03894588,0.50399312
 85,"dry",0,1,26.21068,0.12918992,0.07659309,0.04371602,0.36460934
 85,"early_dry",3,0,32.51294,0.26609522,0.15280134,0.08949638,0.55365043
 85,"late_dry",0,0,30.90569,0.29904414,0.08603742,0.16038900,0.48798202
 85,"late_wet",3,0,38.98403,0.22736014,0.15043709,0.06267264,0.54201753
 85,"wet",5,1,37.47915,0.16221476,0.16407005,0.02075190,0.60343209
 86,"dry",2,0,24.80440,0.19131424,0.09838076,0.06843919,0.43318340
 86,"early_dry",2,0,29.07976,0.27775763,0.11111835,0.12366990,0.51054475
 86,"late_dry",2,0,29.84807,0.36685737,0.14037879,0.15868834,0.63242036
 86,"late_wet",5,1,36.65554,0.26902765,0.23772706,0.03681612,0.74935256
 86,"wet",0,0,32.71887,0.13337103,0.03886877,0.07400385,0.22859414
 87,"dry",5,0,24.35346,0.26614121,0.24004376,0.04811519,0.65913131
 87,"early_dry",1,0,30.38393,0.23948000,0.07090303,0.13071602,0.39740027
 87,"late_dry",0,1,31.54421,0.26281842,0.14367199,0.09264445,0.59993727
 87,"late_wet",1,0,36.74547,0.20357886,0.08021229,0.09006138,0.39706279
 87,"wet",0,0,36.24441,0.11161861,0.03517890,0.05962904,0.19939317
 88,"dry",5,0,24.10464,0.26867381,0.24110611,0.04869617,0.66243288
 88,"early_dry",3,0,32.45496,0.26670170,0.15285060,0.08985748,0.55422756
 88,"late_dry",1,0,30.85684,0.32586294,0.10325613,0.16413904,0.54201413
 88,"late_wet",1,0,38.93793,0.18441877,0.07771145,0.07887157,0.37259537
 88,"wet",4,0,34.59149,0.19041164,0.15798292,0.04526749,0.52279319
 89,"dry",5,0,26.34778,0.24667482,0.23222964,0.04303496,0.63504950
 89,"early_dry",5,1,31.96140,0.29150938,0.24129932,0.04457146,0.75201813
 89,"late_dry",0,1,30.10721,0.28001902,0.14996509,0.10139123,0.61843758
 89,"late_wet",0,0,36.22881,0.18885672,0.06640399,0.09058410,0.35241719
 89,"wet",2,0,35.41337,0.14573064,0.07409470,0.05677911,0.32834281
 90,"dry",1,0,25.40516,0.16754296,0.06974468,0.07157894,0.34587162
 90,"early_dry",5,1,31.45192,0.29729531,0.24347360,0.04590367,0.75718350
 90,"late_dry",4,1,30.73022,0.37668938,0.23496520,0.08359545,0.79309257
 90,"late_wet",1,0,36.81191,0.20297044,0.08008178,0.08974449,0.39617155
 90,"wet",5,0,36.66813,0.19667209,0.20346746,0.03393401,0.57473926
 91,"dry",0,1,26.34603,0.12824920,0.07607100,0.04334240,0.36284212
 91,"early_dry",1,0,29.02222,0.25395987,0.07442539,0.13813706,0.41988601
 91,"late_dry",1,0,31.84018,0.31372644,0.10316097,0.15545123,0.52993670
 91,"late_wet",5,0,39.35160,0.27487231,0.25237973,0.04645333,0.66476166
 91,"wet",5,0,32.54330,0.23121341,0.21833903,0.04517719,0.61362736
 92,"dry",3,1,24.24793,0.19195961,0.12661001,0.04870916,0.52661779
 92,"early_dry",1,0,31.24948,0.23065435,0.06989512,0.12503673,0.38587372
 92,"late_dry",0,0,30.77195,0.30066437,0.08621874,0.16150547,0.48976232
 92,"late_wet",1,1,38.29696,0.16771678,0.10684368,0.04998858,0.47834444
 92,"wet",0,0,32.53316,0.13463446,0.03939444,0.07458383,0.23095031
 93,"dry",2,0,24.35275,0.19522484,0.09984989,0.06982453,0.44068724
 93,"early_dry",5,0,30.70371,0.34158265,0.26343938,0.07752024,0.69086776
 93,"late_dry",0,0,29.57922,0.31538449,0.08890247,0.17074223,0.50752457
 93,"late_wet",4,0,37.48388,0.26713300,0.20339229,0.06037843,0.62974933
 93,"wet",2,1,37.50456,0.11379949,0.07699408,0.03044699,0.36405808
 94,"dry",3,0,24.39337,0.21636547,0.13859678,0.06192519,0.52641890
 94,"early_dry",3,1,32.33975,0.23680556,0.15529714,0.05865380,0.61387140
 94,"late_dry",5,1,31.95952,0.39015223,0.27556533,0.06733098,0.82435740
 94,"late_wet",4,1,37.28899,0.23740096,0.18975412,0.04137465,0.68155451
 94,"wet",4,0,36.33982,0.17715461,0.15358133,0.03973045,0.50602623
 95,"dry",1,0,26.15129,0.16177490,0.06810679,0.06890120,0.33587043
 95,"early_dry",5,1,28.51729,0.33220487,0.25704294,0.05350642,0.78886345
 95,"late_dry",4,0,30.19712,0.42116145,0.23354868,0.12183875,0.74401695
 95,"late_wet",0,1,37.56997,0.15818335,0.10195856,0.04974828,0.46465330
 95,"wet",0,0,34.06326,0.12458411,0.03615504,0.06917457,0.21416535
 96,"dry",1,0,26.20423,0.16137359,0.06800740,0.06870332,0.33520829
 96,"early_dry",2,1,29.39056,0.24572550,0.14137620,0.07748001,0.58470262
 96,"late_dry",4,0,29.94927,0.42450497,0.23362417,0.12342420,0.74675321
 96,"late_wet",1,0,38.71120,0.18631303,0.07781585,0.08007982,0.37467371
 96,"wet",5,1,36.57363,0.16888599,0.16814549,0.02202370,0.61278689
 97,"dry",4,0,26.88323,0.21718358,0.17791312,0.04726609,0.56797545
 97,"early_dry",2,1,32.93408,0.20904049,0.12497765,0.06267260,0.53481130
 97,"late_dry",5,0,31.67350,0.43087234,0.28102838,0.09870192,0.76301308
 97,"late_wet",1,0,38.24594,0.19026278,0.07813063,0.08253358,0.37925168
 97,"wet",1,0,37.47818,0.11776253,0.04829759,0.05439003,0.23592142
 98,"dry",0,0,25.82184,0.14808667,0.05663526,0.06741847,0.29499180
 98,"early_dry",3,0,28.94963,0.30569734,0.15916229,0.10878878,0.60044986
 98,"late_dry",0,1,31.53643,0.26290961,0.14370178,0.09269426,0.60002884
 98,"late_wet",0,1,37.58611,0.15805078,0.10189181,0.04969080,0.46445355
 98,"wet",0,1,33.48833,0.11456025,0.06970137,0.04189239,0.34462532
 99,"dry",2,1,24.85287,0.16855011,0.10009086,0.05149006,0.44452272
 99,"early_dry",0,0,33.38507,0.18999058,0.05244323,0.10880706,0.31078322
 99,"late_dry",0,0,31.92556,0.28689740,0.08538752,0.15143721,0.47579721
 99,"late_wet",0,0,36.20342,0.18908284,0.06647690,0.09069721,0.35277657
 99,"wet",4,0,35.73587,0.18160869,0.15499643,0.04167379,0.51138041
100,"dry",3,0,24.59675,0.21450139,0.13787513,0.06134116,0.52308006
100,"early_dry",3,0,30.37205,0.28933032,0.15572535,0.10194920,0.57895507
100,"late_dry",4,0,30.92979,0.41135363,0.23344405,0.11698235,0.73633998
100,"late_wet",5,0,36.81961,0.30137531,0.25966841,0.05540489,0.68672540
100,"wet",4,0,34.68354,0.18968578,0.15772670,0.04498536,0.52181068
